promoter_id	gene_id	gene_name	strand	tss0	native_rna	primary_input_qc_pass	primary_distance_range	primary_analysis_eligible	high_delta_T_minus_G_rna	primary_mean_low_delta_T_minus_G_rna	primary_interaction_rna	high_delta_T_minus_G_atac_slot_mean	primary_mean_low_delta_T_minus_G_atac_slot_mean	primary_interaction_atac_slot_mean	high_delta_T_minus_G_atac_local_pm1kb_mean	primary_mean_low_delta_T_minus_G_atac_local_pm1kb_mean	primary_interaction_atac_local_pm1kb_mean	high_delta_T_minus_G_h3k27ac_slot_mean	primary_mean_low_delta_T_minus_G_h3k27ac_slot_mean	primary_interaction_h3k27ac_slot_mean	high_delta_T_minus_G_h3k27ac_local_pm1kb_mean	primary_mean_low_delta_T_minus_G_h3k27ac_local_pm1kb_mean	primary_interaction_h3k27ac_local_pm1kb_mean	gene_id_base	gene_type	tss1	high_target_bin_start0	high_target_center0	high_signed_distance_bp	high_contact_oe	high_contact_oe_smooth3	high_selection_peak_center0	high_selection_peak_oe_mean3	high_selection_peak_percentile	high_native_replacement_gc	high_local_flank_gc	high_local_flank_cpg_density	model_interval_start0	model_interval_end0	model_input_ambiguous_fraction	model_min_required_edge_margin_bp	passes_primary_ambiguous_fraction	primary_distance_range_50_500kb	tss_bin_start0	contact_edge_cluster	n_low_controls	low1_target_bin_start0	low1_target_center0	low1_signed_distance_bp	low1_contact_oe	low1_contact_oe_smooth3	low1_native_replacement_gc	low1_local_flank_gc	low1_local_flank_cpg_density	low1_absolute_distance_mismatch_bp	low1_absolute_flank_gc_mismatch	low1_absolute_flank_cpg_mismatch	low2_target_bin_start0	low2_target_center0	low2_signed_distance_bp	low2_contact_oe	low2_contact_oe_smooth3	low2_native_replacement_gc	low2_local_flank_gc	low2_local_flank_cpg_density	low2_absolute_distance_mismatch_bp	low2_absolute_flank_gc_mismatch	low2_absolute_flank_cpg_mismatch	primary_mean_low_contact_oe	primary_mean_low_contact_oe_smooth3	primary_contact_oe_difference	primary_contact_oe_smooth3_difference
ENSG00000177674__AGTRAP__tss11736084	ENSG00000177674.16	AGTRAP	+	11736083	0.0168396867647332	True	True	True	8.687264281170837e-05	0.0001251963410745	-3.832369826283974e-05	0.8601347965020169	0.7257225525205113	0.1344122439815055	0.3045640943970725	0.2807294495405487	0.0238346448565238	686.75	548.75	138.0	810.34375	851.5588235294117	-41.21507352941171	ENSG00000177674	protein_coding	11736084	11290000	11292500	-443583	3.083775281906128	2.2991095781326294	11297500	2.9057779312133785	1.0	0.4634920634920635	0.4922091782283885	0.0128095644748078	10990925	12039501	0.0	301417	True	True	11735000	11735000__11290000	2	11350000	11352500	-383583	1.9553964138031008	2.799147685368856	0.5238095238095238	0.5060832443970117	0.016865926558497	60000	0.0138740661686231	0.0040563620836891	11305000	11307500	-428583	0.5986886620521545	1.9946050842603047	0.3968253968253968	0.5395944503735326	0.0258326216908625	15000	0.0473852721451441	0.0130230572160546	1.2770425379276276	2.3968763848145804	1.8067327439785004	0.508901546398798
ENSG00000215910__C1orf167__tss11761787	ENSG00000215910.8	C1orf167	+	11761786	4.466236731055188e-06	True	True	True	9.523261177704197e-08	4.375572751439032e-08	5.1476884262651643e-08	0.6129324771859314	0.6913164808881924	-0.078384003702261	0.2374557570792153	0.2404607821281754	-0.0030050250489601	574.5	412.5	162.0	816.0625	651.4926470588235	164.56985294117646	ENSG00000215910	protein_coding	11761787	11305000	11307500	-454286	3.4742414951324463	2.524678071339925	11302500	2.882910966873169	1.0	0.3968253968253968	0.5395944503735326	0.0258326216908625	11003777	12052353	0.0	288566	True	True	11760000	11760000__11305000	2	11355000	11357500	-404286	1.2361732721328735	1.6220567226409912	0.5523809523809524	0.5278548559231591	0.0192143467122117	50000	0.0117395944503735	0.0066182749786507	11290000	11292500	-469286	0.6557177305221558	1.890794237454732	0.4634920634920635	0.4922091782283885	0.0128095644748078	15000	0.0473852721451441	0.0130230572160546	0.9459455013275146	1.7564254800478616	2.5282959938049316	1.1264854868253074
ENSG00000011021__CLCN6__tss11806096	ENSG00000011021.23	CLCN6	+	11806095	0.0450629144633878	True	False	False	8.175338416022832e-05	8.344139410616791e-05	-1.6880099459395947e-06	0.6758402477898118	0.6023285253669157	0.073511722422896	0.2575821830142294	0.2316775623382018	0.0259046206760276	444.66666666666663	436.875	7.791666666666629	915.2058823529412	859.7150735294117	55.490808823529505	ENSG00000011021	protein_coding	11806096	11300000	11302500	-503595	1.824212670326233	1.6343575318654378	11302500	1.6343575318654378	0.9863013698630136	0.4825396825396825	0.5056563500533618	0.0172929120409906	11030931	12079507	0.0	271411	True	False	11805000	11805000__11300000	2	11325000	11327500	-478595	0.3287965357303619	1.389801392952601	0.5523809523809524	0.5220917822838848	0.0185738684884713	25000	0.0164354322305229	0.0012809564474807	11360000	11362500	-443595	0.6172032356262207	1.0355262756347656	0.5523809523809524	0.5331910352187833	0.0190008539709649	60000	0.0275346851654214	0.0017079419299743	0.4729998856782913	1.2126638342936833	1.3512127846479416	0.4216936975717544
ENSG00000177000__MTHFR__tss11806455	ENSG00000177000.13	MTHFR	-	11806454	0.051728225151275	True	False	False	2.3275217564858175e-05	0.0002247928991077	-0.0002015176815428	0.6948655413180989	0.618010719180373	0.0768548221377258	0.2646603800596571	0.2428730182190167	0.0217873618406404	481.33333333333337	438.0	43.33333333333337	923.3235294117648	861.875	61.44852941176475	ENSG00000177000	protein_coding	11806455	11300000	11302500	-503954	1.824212670326233	1.6343575318654378	11302500	1.6343575318654378	0.9863013698630136	0.4825396825396825	0.5056563500533618	0.0172929120409906	11031111	12079687	0.0	271232	True	False	11805000	11805000__11300000	2	11325000	11327500	-478954	0.3287965357303619	1.389801392952601	0.5523809523809524	0.5220917822838848	0.0185738684884713	25000	0.0164354322305229	0.0012809564474807	11360000	11362500	-443954	0.6172032356262207	1.0355262756347656	0.5523809523809524	0.5331910352187833	0.0190008539709649	60000	0.0275346851654214	0.0017079419299743	0.4729998856782913	1.2126638342936833	1.3512127846479416	0.4216936975717544
ENSG00000175206__NPPA__tss11848345	ENSG00000175206.11	NPPA	-	11848344	0.0034031480324821	True	False	False	1.640784822880487e-05	1.8868769475502423e-05	-2.4609212466975526e-06	0.885270833311	0.7207449222234861	0.1645259110875139	0.3250111294612148	0.263053571521866	0.0619575579393487	579.3333333333333	539.8333333333334	39.499999999999886	879.4705882352941	857.8952205882354	21.575367647058783	ENSG00000175206	protein_coding	11848345	11290000	11292500	-555844	2.196282386779785	1.6759690443674722	11297500	1.499374488989512	1.0	0.4634920634920635	0.4922091782283885	0.0128095644748078	11047056	12095632	0.0	245287	True	False	11845000	11845000__11290000	2	11355000	11357500	-490844	0.5313336253166199	0.5955248673756917	0.5523809523809524	0.5278548559231591	0.0192143467122117	65000	0.0356456776947705	0.0064047822374039	11330000	11332500	-515844	0.0	0.5958385070164998	0.473015873015873	0.5462113127001067	0.0207087959009393	40000	0.0540021344717182	0.0078992314261315	0.2656668126583099	0.5956816871960957	1.9306155741214752	0.9036928017934164
ENSG00000120937__NPPB__tss11858945	ENSG00000120937.9	NPPB	-	11858944	0.0058643541680243	True	False	False	4.73633400399423e-05	6.680205660435047e-05	-1.9438716564408164e-05	0.6971146672428217	0.7226277245351369	-0.0255130572923152	0.2271946213586765	0.2564374943120078	-0.0292428729533312	520.6666666666667	366.75	153.91666666666674	767.6470588235294	573.6084558823529	194.0386029411765	ENSG00000120937	protein_coding	11858945	11295000	11297500	-561444	1.9161360263824463	1.4260121981302896	11302500	1.5658464431762695	1.0	0.4984126984126984	0.4986125933831377	0.0121690862510674	11054856	12103432	0.0	242487	True	False	11855000	11855000__11295000	2	11350000	11352500	-506444	0.3255880773067474	0.2312681476275126	0.5238095238095238	0.5060832443970117	0.016865926558497	55000	0.007470651013874	0.0046968403074295	11335000	11337500	-521444	0.0	0.8512427806854248	0.365079365079365	0.5316969050160085	0.0192143467122117	40000	0.0330843116328708	0.0070452604611443	0.1627940386533737	0.5412554641564687	1.7533419877290726	1.024590979019801
ENSG00000116685__KIAA2013__tss11926428	ENSG00000116685.17	KIAA2013	-	11926427	0.3506515551213212	True	False	False	-3.121414192414074e-05	0.0003624335870222	-0.0003936477289464	0.7119370547563044	0.6480468805300974	0.063890174226207	0.2281526203481824	0.2135820638352219	0.0145705565129604	692.0	400.0	292.0	737.390625	696.1792279411765	41.211397058823536	ENSG00000116685	protein_coding	11926428	11295000	11297500	-628927	2.912734031677246	1.594558040301005	11297500	1.594558040301005	0.990909090909091	0.4984126984126984	0.4986125933831377	0.0121690862510674	11088597	12137173	0.0	208745	True	False	11925000	11925000__11295000	2	11345000	11347500	-578927	0.0	0.5272753834724426	0.473015873015873	0.4911419423692636	0.0153714773697694	50000	0.007470651013874	0.0032023911187019	11370000	11372500	-553927	0.0	0.0	0.4412698412698412	0.5071504802561366	0.0151579846285226	75000	0.0085378868729989	0.0029888983774551	0.0	0.2636376917362213	2.912734031677246	1.3309203485647836
ENSG00000083444__PLOD1__tss11934205	ENSG00000083444.17	PLOD1	+	11934204	0.0807260743515493	True	False	False	0.0002182989043316	0.0002873681614618	-6.906925713017625e-05	0.457812831473134	0.3589168815213934	0.0988959499517406	0.1048913489594929	0.0734152071564966	0.0314761418029962	69.125	62.734375	6.390625	82.12316176470588	38.206298828125	43.91686293658088	ENSG00000083444	protein_coding	11934205	12865000	12867500	933296	5.98336124420166	1.99445374806722	12872500	3.0993429819742837	1.0	0.3809523809523809	0.3822838847385272	0.0074722459436379	11895643	12944219	0.0	36561	True	False	11930000	11930000__12865000	2	12905000	12907500	973296	0.0	0.0	0.3777777777777777	0.4198505869797225	0.0076857386848847	40000	0.0375667022411952	0.0002134927412467	12800000	12802500	868296	0.0	0.0	0.3968253968253968	0.3878335112059765	0.0055508112724167	65000	0.0055496264674493	0.0019214346712211	0.0	0.0	5.98336124420166	3.0993429819742837
ENSG00000116688__MFN2__tss11980181	ENSG00000116688.18	MFN2	+	11980180	0.129813784054495	False	False	False	0.0004351535737688	0.0004978082998984	-6.26547261296656e-05	0.5973994382047316	0.650609624546078	-0.0532101863413463	0.1704756314403748	0.1863691161376351	-0.0158934846972603	111.90625	163.70833333333331	-51.802083333333314	136.8359375	261.6709558823529	-124.83501838235291	ENSG00000116688	protein_coding	11980181	12875000	12877500	897320	4.003138542175293	1.334379514058431	12872500	1.334379514058431	0.9818181818181818	0.4539682539682539	0.4597652081109925	0.0106746370623398	11918631	12967207	0.0122289657592773	59549	False	False	11980000	11980000__12875000	2	12905000	12907500	927320	0.0	0.0	0.3777777777777777	0.4198505869797225	0.0076857386848847	30000	0.03991462113127	0.0029888983774551	12805000	12807500	827320	0.0	0.0	0.5523809523809524	0.4516542155816435	0.0083262169086251	70000	0.0081109925293489	0.0023484201537147	0.0	0.0	4.003138542175293	1.334379514058431
ENSG00000116691__MIIP__tss12019466	ENSG00000116691.11	MIIP	+	12019465	0.0127230929605719	False	False	False	4.741073829138756e-05	3.7430835952809334e-05	9.979902338578228e-06	0.4903718366038188	0.3904789037094786	0.0998929328943401	0.113611535989756	0.0794293864952245	0.0341821494945314	78.83333333333333	67.953125	10.880208333333329	91.76378676470588	40.25820025275735	51.505586511948536	ENSG00000116691	protein_coding	12019466	12865000	12867500	848035	4.271334648132324	1.423778216044108	12872500	1.423778216044108	1.0	0.3809523809523809	0.3822838847385272	0.0074722459436379	11938273	12986849	0.0309610366821289	79191	False	False	12015000	12015000__12865000	2	12905000	12907500	888035	0.0	1.6373833020528157	0.3777777777777777	0.4198505869797225	0.0076857386848847	40000	0.0375667022411952	0.0002134927412467	12800000	12802500	783035	0.0	0.4509907166163126	0.3968253968253968	0.3878335112059765	0.0055508112724167	65000	0.0055496264674493	0.0019214346712211	0.0	1.0441870093345642	4.271334648132324	0.3795912067095437
ENSG00000120949__TNFRSF8__tss12063303	ENSG00000120949.15	TNFRSF8	+	12063302	6.646865324581547e-05	True	False	False	3.361761221438786e-07	5.999659296815961e-07	-2.637898075377176e-07	0.6290166171381273	0.6694291001756765	-0.0404124830375491	0.1389620871562084	0.2048511425140132	-0.0658890553578047	154.83333333333331	416.8333333333333	-262.0	163.3676470588235	696.1819852941176	-532.814338235294	ENSG00000120949	protein_coding	12063303	12680000	12682500	619198	3.970259666442871	2.141816933949788	12677500	2.4857467810312905	1.0	0.4063492063492063	0.4358591248665955	0.0074722459436379	11860192	12908768	0.0	201110	True	False	12060000	12060000__12680000	2	12705000	12707500	644198	0.823401689529419	2.4124560753504434	0.4825396825396825	0.4303094983991462	0.0070452604611443	25000	0.0055496264674492	0.0004269854824935	12655000	12657500	594198	0.0	1.6519784927368162	0.4793650793650794	0.4781216648879402	0.0121690862510674	25000	0.0422625400213447	0.0046968403074295	0.4117008447647095	2.0322172840436297	3.5585588216781616	0.4535294969876609
ENSG00000028137__TNFRSF1B__tss12166991	ENSG00000028137.19	TNFRSF1B	+	12166990	0.0006127994284322	True	False	False	3.031698615537509e-07	2.332319200813531e-06	-2.02914933925978e-06	0.7964250112741462	0.5547463168694993	0.2416786944046469	0.2555162526786034	0.1790322791735693	0.0764839735050341	352.5	442.0	-89.5	520.9852941176471	695.65625	-174.67095588235293	ENSG00000028137	protein_coding	12166991	12675000	12677500	510510	4.541110992431641	2.826547145843506	12672500	3.183172543843587	1.0	0.4031746031746032	0.4633938100320171	0.0081127241673783	11897036	12945612	0.0	267954	True	False	12165000	12165000__12675000	2	12655000	12657500	490510	0.4873236119747162	1.8755869766076405	0.4793650793650794	0.4781216648879402	0.0121690862510674	20000	0.0147278548559231	0.0040563620836891	12630000	12632500	465510	0.774653434753418	1.062823971112569	0.4634920634920635	0.5129135538954109	0.0172929120409906	45000	0.0495197438633938	0.0091801878736122	0.6309885233640671	1.4692054738601048	3.9101224690675735	1.713967069983482
ENSG00000048707__VPS13D__tss12230030	ENSG00000048707.15	VPS13D	+	12230029	0.0042387592997944	False	False	False	2.1970104811384027e-05	2.168700422680884e-05	2.831005845751848e-07	0.7141322743506096	0.663222125528421	0.0509101488221885	0.2246885658228256	0.1616938041279847	0.0629947616948408	570.0	216.09375	353.90625	620.34375	263.5873161764706	356.7564338235294	ENSG00000048707	protein_coding	12230030	12665000	12667500	437471	6.498589992523193	4.68467092514038	12662500	5.590506871541341	1.0	0.4698412698412698	0.4644610458911419	0.011528608027327	11956055	13004631	0.0476837158203125	271973	False	False	12230000	12230000__12665000	2	12700000	12702500	472471	2.9612114429473877	2.6766941150029497	0.5047619047619047	0.4367129135538954	0.0085397096498719	35000	0.0277481323372465	0.0029888983774551	12730000	12732500	502471	2.675813674926758	2.5972200234731035	0.3809523809523809	0.3861259338313767	0.0036293766011955	65000	0.0783351120597652	0.0078992314261315	2.8185125589370728	2.636957069238026	3.6800774335861206	2.953549802303314
ENSG00000162496__DHRS3__tss12620133	ENSG00000162496.10	DHRS3	-	12620132	0.1473715700607026	False	True	False	0.0007548557562916	0.0006089662796436	0.000145889476648	0.6401534364492232	0.5681666642506441	0.071986772198579	0.202034242970215	0.1589923017841406	0.0430419411860744	196.83333333333337	131.8125	65.02083333333334	250.2279411764706	185.578125	64.64981617647061	ENSG00000162496	protein_coding	12620133	13010000	13012500	392368	15.919822692871094	6.477410713831583	13012500	6.477410713831583	1.0	0.4984126984126984	0.455496264674493	0.013663535439795	12306107	13354683	0.0476837158203125	312025	False	True	12620000	12620000__13010000	2	13040000	13042500	422368	0.0	0.0	0.3968253968253968	0.4298826040554963	0.011528608027327	30000	0.0256136606189967	0.0021349274124679	12935000	12937500	317368	0.0	0.0	0.5015873015873016	0.4706510138740661	0.0119555935098206	75000	0.0151547491995731	0.0017079419299743	0.0	0.0	15.919822692871094	6.477410713831583
ENSG00000204518__AADACL4__tss12644085	ENSG00000204518.3	AADACL4	+	12644084	1.7449336107359384e-05	False	False	False	2.26551451618887e-07	2.3287913791439914e-07	-6.327686295512115e-09	0.5111044262294608	0.6584916881512894	-0.1473872619218286	0.1339718563409591	0.1671985799310196	-0.0332267235900604	310.125	263.33333333333337	46.79166666666663	287.921875	377.44117647058823	-89.51930147058823	ENSG00000204518	protein_coding	12644085	13565000	13567500	923416	6.271723747253418	3.290125846862793	13567500	3.290125846862793	1.0	0.5206349206349207	0.4307363927427962	0.0106746370623398	12615583	13664159	0.0476837158203125	26501	False	False	12640000	12640000__13565000	2	13610000	13612500	968416	0.0	0.9951144059499104	0.4285714285714285	0.4032017075773746	0.0123825789923142	45000	0.0275346851654215	0.0017079419299743	13635000	13637500	993416	0.0	0.6288326978683472	0.4571428571428571	0.4345784418356457	0.0085397096498719	70000	0.0038420490928495	0.0021349274124679	0.0	0.8119735519091288	6.271723747253418	2.4781522949536643
ENSG00000188984__AADACL3__tss12716110	ENSG00000188984.12	AADACL3	+	12716109	9.080957754733995e-06	True	False	False	1.0179877466049133e-07	1.132316033064993e-07	-1.1432828646007971e-08	0.6820028808314375	0.677987735092433	0.0040151457390044	0.1926954385175152	0.2604254444186058	-0.0677300059010906	348.875	411.5416666666667	-62.666666666666686	508.796875	762.3014705882354	-253.50459558823536	ENSG00000188984	protein_coding	12716110	12115000	12117500	-598609	4.000839710235596	2.928431987762451	12112500	3.1396273771921788	1.0	0.5333333333333333	0.487940234791889	0.0192143467122117	11858438	12907014	0.0	188904	True	False	12715000	12715000__12115000	2	12045000	12047500	-668609	1.2750279903411863	1.1586514314015706	0.5015873015873016	0.5105656350053361	0.0187873612297181	70000	0.0226254002134471	0.0004269854824935	12175000	12177500	-538609	0.5088518857955933	2.0604509115219116	0.6349206349206349	0.5562433297758804	0.0228437233134073	60000	0.0683030949839914	0.0036293766011955	0.8919399380683899	1.609551171461741	3.108899772167206	1.5300762057304378
ENSG00000157330__CFAP107__tss12746200	ENSG00000157330.10	CFAP107	+	12746199	1.2606784600789652e-05	True	False	False	1.5444793493004914e-07	1.2642647697062956e-07	2.8021457959419608e-08	0.6517403123919235	0.5713954505311059	0.0803448618608176	0.181643375147806	0.1888118488053995	-0.0071684736575935	236.33333333333337	379.5	-143.16666666666666	418.1911764705883	657.0220588235295	-238.8308823529412	ENSG00000157330	protein_coding	12746200	12115000	12117500	-628699	4.651580810546875	4.342516819636026	12112500	4.369795640309651	0.9803921568627452	0.5333333333333333	0.487940234791889	0.0192143467122117	11873483	12922059	0.0	173859	True	False	12745000	12745000__12115000	2	12155000	12157500	-588699	1.5661399364471436	2.752812465031942	0.4253968253968254	0.4685165421558164	0.0155849701110162	40000	0.0194236926360725	0.0036293766011955	12045000	12047500	-698699	1.110729098320007	1.2268069187800088	0.5015873015873016	0.5105656350053361	0.0187873612297181	70000	0.0226254002134471	0.0004269854824935	1.3384345173835754	1.9898096919059751	3.3131462931632996	2.379985948403676
ENSG00000116726__PRAMEF12__tss12773738	ENSG00000116726.5	PRAMEF12	+	12773737	4.897747053177786e-06	True	False	False	6.730382634949202e-08	5.06046143614387e-08	1.6699211988053326e-08	0.7123029457121561	0.6690556770101899	0.0432472687019662	0.2014139238721608	0.2476967754876152	-0.0462828516154543	264.0	377.5	-113.5	478.1764705882353	665.9526654411764	-187.77619485294105	ENSG00000116726	protein_coding	12773738	12115000	12117500	-656237	5.411125659942627	4.182908455530803	12112500	4.36209217707316	1.0	0.5333333333333333	0.487940234791889	0.0192143467122117	11889752	12938328	0.0	162590	True	False	12770000	12770000__12115000	2	12100000	12102500	-671237	1.4855889081954956	2.6644283533096313	0.4888888888888889	0.4710779082177161	0.0202818104184457	15000	0.0168623265741729	0.0010674637062339	12050000	12052500	-721237	0.6541404128074646	1.0357892314592998	0.580952380952381	0.5331910352187833	0.0164389410760034	65000	0.0452508004268942	0.0027754056362083	1.06986466050148	1.8501087923844657	4.341260999441147	2.5119833846886945
ENSG00000116721__PRAMEF1__tss12791397	ENSG00000116721.9	PRAMEF1	+	12791396	2.217662959793086e-06	True	False	False	2.555422516531763e-08	2.3805580323739175e-08	1.7486448415784555e-09	0.6430069744796677	0.642286092666253	0.0007208818134146	0.1771546743922086	0.2038302810362526	-0.026675606644044	263.16666666666663	397.1875	-134.02083333333337	363.18382352941177	593.765625	-230.58180147058823	ENSG00000116721	protein_coding	12791397	12100000	12102500	-688896	6.685319423675537	5.112663904825847	12107500	3.3108864625295	1.0	0.4888888888888889	0.4710779082177161	0.0202818104184457	11896082	12944658	0.0	151261	True	False	12790000	12790000__12100000	2	12115000	12117500	-673896	0.0	2.690843343734741	0.5333333333333333	0.487940234791889	0.0192143467122117	15000	0.0168623265741729	0.0010674637062339	12045000	12047500	-743896	0.0	0.7314771016438801	0.5015873015873016	0.5105656350053361	0.0187873612297181	55000	0.03948772678762	0.0014944491887275	0.0	1.7111602226893106	6.685319423675537	1.5997262398401897
ENSG00000239810__PRAMEF11__tss12831410	ENSG00000239810.3	PRAMEF11	-	12831409	2.42228412354061e-06	False	False	False	5.8851005171354785e-08	5.224162541527888e-08	6.609379756075904e-09	0.5355011733435118	0.6809534720200141	-0.1454522986765023	0.141458415228716	0.1823763957954374	-0.0409179805667214	298.8125	302.28125	-3.46875	324.046875	431.4862132352941	-107.43933823529407	ENSG00000239810	protein_coding	12831410	13565000	13567500	736091	7.946867942810059	3.2199796438217163	13567500	3.2199796438217163	1.0	0.5206349206349207	0.4307363927427962	0.0106746370623398	12709245	13757821	0.0476837158203125	120163	False	False	12830000	12830000__13565000	2	13605000	13607500	776091	0.0	1.3414738178253174	0.365079365079365	0.4484525080042689	0.0132365499573014	40000	0.0177161152614727	0.0025619128949615	13635000	13637500	806091	0.0	0.0	0.4571428571428571	0.4345784418356457	0.0085397096498719	70000	0.0038420490928495	0.0021349274124679	0.0	0.6707369089126587	7.946867942810059	2.5492427349090576
ENSG00000179172__HNRNPCL1__tss12848720	ENSG00000179172.10	HNRNPCL1	-	12848719	0.0007533190491368	False	False	False	1.8281815973165863e-05	1.0422845965801211e-05	7.858970007364652e-06	0.8671285019233075	0.8039872952275411	0.0631412066957664	0.2618212108282141	0.2771947932026358	-0.0153735823744216	476.33333333333337	428.625	47.70833333333337	722.7058823529412	623.328125	99.37775735294122	ENSG00000179172	protein_coding	12848720	13440000	13442500	593781	6.510473728179932	2.638145605723063	13437500	3.2314073642094927	0.9152542372881356	0.4571428571428571	0.4781216648879402	0.0185738684884713	12645400	13693976	0.0476837158203125	201318	False	False	12845000	12845000__13440000	2	13425000	13427500	578781	0.0	1.224728027979533	0.4698412698412698	0.464247598719317	0.0183603757472245	15000	0.0138740661686232	0.0002134927412467	13490000	13492500	643781	0.0	0.8366710344950358	0.4761904761904761	0.4919957310565635	0.0192143467122117	50000	0.0138740661686233	0.0006404782237403	0.0	1.0306995312372844	6.510473728179932	2.200707832972208
ENSG00000120952__PRAMEF2__tss12857086	ENSG00000120952.4	PRAMEF2	+	12857085	6.016354306776265e-06	False	True	False	1.2625299942232255e-06	5.31678192369007e-07	7.308518018542188e-07	0.6215996384228919	0.5752479357470756	0.0463517026758163	0.1966420819359214	0.1440483936743706	0.0525936882615507	218.125	76.20833333333334	141.91666666666666	211.08984375	98.77435661764706	112.31548713235294	ENSG00000120952	protein_coding	12857086	13010000	13012500	155415	22.35847282409668	8.197723468144734	13012500	8.197723468144734	1.0	0.4984126984126984	0.455496264674493	0.013663535439795	12444583	13493159	0.0476837158203125	410501	False	True	12855000	12855000__13010000	2	13040000	13042500	185415	0.0	0.5561248858769734	0.3968253968253968	0.4298826040554963	0.011528608027327	30000	0.0256136606189967	0.0021349274124679	13080000	13082500	225415	0.0	0.0	0.4412698412698412	0.4292422625400213	0.012596071733561	70000	0.0262540021344717	0.0010674637062339	0.0	0.2780624429384867	22.35847282409668	7.9196610252062465
ENSG00000243073__PRAMEF4__tss12886201	ENSG00000243073.4	PRAMEF4	-	12886200	5.455684848828066e-06	False	False	False	7.800297926616892e-08	3.1647975148036274e-08	4.6355004118132656e-08	0.7586544504747652	0.5949016507537593	0.1637527997210058	0.2592601388351516	0.2522515050125175	0.0070086338226341	589.5	354.0	235.5	650.296875	857.4926470588236	-207.19577205882365	ENSG00000243073	protein_coding	12886201	12105000	12107500	-778700	7.583526134490967	3.767892519632975	12112500	5.323332786560059	1.0	0.3365079365079365	0.535965848452508	0.0179333902647309	11945984	12994560	0.0383148193359375	106359	False	False	12885000	12885000__12105000	2	12145000	12147500	-738700	0.0	0.0	0.526984126984127	0.528281750266809	0.0164389410760034	40000	0.007684098185699	0.0014944491887275	12050000	12052500	-833700	0.0	0.0	0.580952380952381	0.5331910352187833	0.0164389410760034	55000	0.0027748132337247	0.0014944491887275	0.0	0.0	7.583526134490967	5.323332786560059
ENSG00000187545__PRAMEF10__tss12898270	ENSG00000187545.5	PRAMEF10	-	12898269	2.4174855194727022e-06	False	True	False	3.194482985421201e-07	5.279619801961157e-07	-2.085136816539956e-07	0.4628900581557814	0.5786565469603778	-0.1157664888045964	0.0916224052652187	0.1563575013553204	-0.0647350960901017	96.0	110.46875	-14.46875	104.03308823529412	120.15625	-16.123161764705884	ENSG00000187545	protein_coding	12898270	13040000	13042500	144231	25.361799240112305	10.512376149495442	13042500	10.512376149495442	1.0	0.3968253968253968	0.4298826040554963	0.011528608027327	12465175	13513751	0.0476837158203125	431093	False	True	12895000	12895000__13040000	2	13080000	13082500	184231	0.0	0.0	0.4412698412698412	0.4292422625400213	0.012596071733561	40000	0.0006403415154749	0.0010674637062339	13015000	13017500	119231	0.0	0.0	0.3714285714285714	0.4049092849519743	0.0102476515798462	25000	0.0249733191035219	0.0012809564474807	0.0	0.0	25.361799240112305	10.512376149495442
ENSG00000204510__PRAMEF7__tss12916610	ENSG00000204510.6	PRAMEF7	+	12916609	1.2285399557868211e-05	False	True	False	2.486798016888735e-06	3.975010930524761e-06	-1.4882129136360262e-06	0.4755136897211842	0.5959872987580538	-0.1204736090368695	0.0954675592732327	0.162617046728239	-0.0671494874550062	87.75000000000001	98.80729166666666	-11.057291666666645	113.86764705882354	117.45358455882354	-3.5859375	ENSG00000204510	protein_coding	12916610	13040000	13042500	125891	18.727840423583984	9.293335596720375	13042500	9.293335596720375	1.0	0.3968253968253968	0.4298826040554963	0.011528608027327	12474345	13522921	0.0476837158203125	440263	False	True	12915000	12915000__13040000	2	13080000	13082500	165891	0.0	0.0	0.4412698412698412	0.4292422625400213	0.012596071733561	40000	0.0006403415154749	0.0010674637062339	13015000	13017500	100891	0.0	0.0	0.3714285714285714	0.4049092849519743	0.0102476515798462	25000	0.0249733191035219	0.0012809564474807	0.0	0.0	18.727840423583984	9.293335596720375
ENSG00000232423__PRAMEF6__tss12947580	ENSG00000232423.6	PRAMEF6	-	12947579	2.8241903944843996e-06	False	False	False	3.9500417983115924e-08	4.2485288212962525e-08	-2.9848702298466e-09	0.7044683050244607	0.6781525753480281	0.0263157296764325	0.1545454304368401	0.1610018428448751	-0.006456412408035	198.75	220.4375	-21.6875	316.0	275.80422794117646	40.195772058823536	ENSG00000232423	protein_coding	12947580	13940000	13942500	994921	43.60179901123047	14.533933003743488	13942500	14.533933003743488	0.9933333333333332	0.4666666666666667	0.3686232657417289	0.0068317677198975	12919830	13968406	0.0476837158203125	25748	False	False	12945000	12945000__13940000	2	13915000	13917500	969921	0.0	0.0	0.4253968253968254	0.4249733191035219	0.0059777967549103	25000	0.0563500533617929	0.0008539709649871	13880000	13882500	934921	0.0	0.0	0.2857142857142857	0.4036286019210245	0.0096071733561058	60000	0.0350053361792956	0.0027754056362083	0.0	0.0	43.60179901123047	14.533933003743488
