gene_symbol,gene_id,chrom,upstream_distance_bp,upstream_distance_label,rs127_major,rs127_minor,scrambled_control,T_minus_G,T_minus_native
ABCB5,ENSG00000004846.17,chr7,100000.0,100k,0.0004376331149493,0.000582130424263,0.0004065672757674,0.00014449730931369997,
ABCB5,ENSG00000004846.17,chr7,500000.0,500k,0.0004046691927196,0.0004089165041022,0.0004104249440689,4.2473113825999636e-06,
ABCC12,ENSG00000140798.17,chr16,0.0,0,0.022543544820137,0.2552326666080265,2.1317684241610646e-05,0.23268912178788953,
ABCC12,ENSG00000140798.17,chr16,20.0,20,0.0046997284140376,0.1545280525905434,3.335455397307987e-05,0.1498283241765058,
ABCC12,ENSG00000140798.17,chr16,30.0,30,0.0022794337165581,0.1557982861970868,3.241048404195999e-05,0.1535188524805287,
ABCC12,ENSG00000140798.17,chr16,100.0,100,0.0530404676291025,0.3627228338817929,3.5723744524036217e-05,0.3096823662526904,
ABCC12,ENSG00000140798.17,chr16,1000.0,1k,0.0002779757695094,0.0050134564413385,5.443750496661674e-05,0.0047354806718290995,
ABCC12,ENSG00000140798.17,chr16,10000.0,10k,0.0002478686443226,0.0017752541826733,5.282533096602229e-05,0.0015273855383507,
ABCC12,ENSG00000140798.17,chr16,100000.0,100k,6.292663919017442e-05,8.276127234422832e-05,5.8171497928687034e-05,1.98346331540539e-05,
ABCC12,ENSG00000140798.17,chr16,500000.0,500k,5.746153442822704e-05,5.759946552838404e-05,5.824154738368148e-05,1.3793110015699982e-07,
ABCC8,ENSG00000006071.16,chr11,0.0,0,0.0081442816897272,0.1076114746388679,0.001705418847297,0.0994671929491407,
ABCC8,ENSG00000006071.16,chr11,20.0,20,0.0132931863666722,0.1551568214768004,0.0017400113809091,0.1418636351101282,
ABCC8,ENSG00000006071.16,chr11,30.0,30,0.0215945585880598,0.1711305622894406,0.0016649665533974,0.1495360037013808,
ABCC8,ENSG00000006071.16,chr11,100.0,100,0.0151878095692141,0.1787955689249481,0.0017945713041663,0.16360775935573402,
ABCC8,ENSG00000006071.16,chr11,1000.0,1k,0.004256825680277,0.0214968829276928,0.0020620186562479,0.0172400572474158,
ABCC8,ENSG00000006071.16,chr11,10000.0,10k,0.0052202199683888,0.0206639389887279,0.0020663708108251,0.015443719020339102,
ABCC8,ENSG00000006071.16,chr11,100000.0,100k,0.0026694326304221,0.0034966594297111,0.0021350268402725,0.0008272267992889999,
ABCC8,ENSG00000006071.16,chr11,500000.0,500k,0.0021213690216398,0.0021159839259677,0.0021359150204908,-5.385095672099695e-06,
ABHD12B,ENSG00000131969.15,chr14,0.0,0,0.1171060480878202,0.3446278408955586,0.0002658846916521,0.22752179280773838,
ABHD12B,ENSG00000131969.15,chr14,20.0,20,0.0297427772407997,0.2499746299257757,0.0004490524152388,0.220231852684976,
ABHD12B,ENSG00000131969.15,chr14,30.0,30,0.0193687791100524,0.2377490932709235,0.0004122809527203,0.21838031416087111,
ABHD12B,ENSG00000131969.15,chr14,100.0,100,0.0247245520852381,0.1820364177405789,0.0012455504729947,0.1573118656553408,
ABHD12B,ENSG00000131969.15,chr14,1000.0,1k,0.0033301015831495,0.0178797035766305,0.0009689195860448,0.014549601993481001,
ABHD12B,ENSG00000131969.15,chr14,10000.0,10k,0.0012557947286429,0.0038553807292591,0.0010077472868352,0.0025995860006162,
ABHD12B,ENSG00000131969.15,chr14,100000.0,100k,0.001017678497367,0.0010540313217368,0.001010213493258,3.635282436979998e-05,
ABHD12B,ENSG00000131969.15,chr14,500000.0,500k,0.0010061829883084,0.0009985637283792,0.0010191942370778,-7.6192599291998505e-06,
ABRA,ENSG00000174429.4,chr8,0.0,0,0.0381498973554996,0.9379420744548944,1.0847387223812598e-05,0.8997921770993949,
ABRA,ENSG00000174429.4,chr8,20.0,20,0.0128037178567535,0.8122325846910635,1.0207469056334896e-05,0.79942886683431,
ABRA,ENSG00000174429.4,chr8,30.0,30,0.03520678102661,1.2996647541408817,1.226002538219339e-05,1.2644579731142718,
ABRA,ENSG00000174429.4,chr8,100.0,100,0.0053986675795538,0.2295146378113023,8.89682430602653e-05,0.2241159702317485,
ABRA,ENSG00000174429.4,chr8,1000.0,1k,0.0003315170795531,0.0011650646695254,0.0002033403892959,0.0008335475899723,
ABRA,ENSG00000174429.4,chr8,10000.0,10k,0.0003147355204312,0.0007476193959482,0.0002128893829976,0.00043288387551700005,
ABRA,ENSG00000174429.4,chr8,100000.0,100k,0.0002286240364719,0.0002604158006522,0.0002147225093413,3.179176418029999e-05,
ABRA,ENSG00000174429.4,chr8,500000.0,500k,0.0002146148373019,0.0002163976661454,0.0002144504396055,1.7828288434999957e-06,
ACAN,ENSG00000157766.19,chr15,0.0,0,0.0008251351842599,0.0015225167633205,0.0008173275071363,0.0006973815790605999,
ACAN,ENSG00000157766.19,chr15,20.0,20,0.0008966736343416,0.0018926675067607,0.0008274362075927,0.0009959938724191,
ACAN,ENSG00000157766.19,chr15,30.0,30,0.0009819182179266,0.0022558332790605,0.0008293717769367,0.0012739150611339,
ACAN,ENSG00000157766.19,chr15,100.0,100,0.0011299184577758,0.0025088746061248,0.000950672403431,0.001378956148349,
ACAN,ENSG00000157766.19,chr15,1000.0,1k,0.0013420908617732,0.0048746233591087,0.0010000624220083,0.0035325324973354997,
ACAN,ENSG00000157766.19,chr15,10000.0,10k,0.0011833464613678,0.0020218171904923,0.0010289451454834,0.0008384707291244999,
ACAN,ENSG00000157766.19,chr15,100000.0,100k,0.0014139442734645,0.0032912873331928,0.001019087879,0.0018773430597283,
ACAN,ENSG00000157766.19,chr15,500000.0,500k,0.0010211227049998,0.0010187355794479,0.0010245051581015,-2.3871255519000018e-06,
ACCSL,ENSG00000205126.2,chr11,0.0,0,0.0139278277494873,0.306692143116139,0.0001998245802754,0.2927643153666517,
ACCSL,ENSG00000205126.2,chr11,20.0,20,0.0130757833292822,0.3980292525653521,0.0002530079798307,0.3849534692360699,
ACCSL,ENSG00000205126.2,chr11,30.0,30,0.0129775426808397,0.3782764317766611,0.0002320770477819,0.36529888909582137,
ACCSL,ENSG00000205126.2,chr11,100.0,100,0.0032259075562787,0.3365298521473052,0.0001157256768397,0.33330394459102647,
ACCSL,ENSG00000205126.2,chr11,1000.0,1k,0.0009839113933699,0.0186051723158472,0.0002549733159217,0.0176212609224773,
ACCSL,ENSG00000205126.2,chr11,10000.0,10k,0.0007012377308494,0.0041377314999618,0.0005665936743238,0.0034364937691123997,
ACCSL,ENSG00000205126.2,chr11,100000.0,100k,0.0002973558020344,0.0004204883240978,0.0002637548684704,0.00012313252206339997,
ACCSL,ENSG00000205126.2,chr11,500000.0,500k,0.0002556650317109,0.0002550076475159,0.000256032092266,-6.573841949999689e-07,
ACOD1,ENSG00000102794.11,chr13,0.0,0,8.93848139422495e-06,0.0004015066070668,4.3009396098467e-06,0.00039256812567257503,
ACOD1,ENSG00000102794.11,chr13,20.0,20,5.385566215073679e-05,0.0134078296764848,4.036415622845534e-06,0.013353974014334063,
ACOD1,ENSG00000102794.11,chr13,30.0,30,4.734134804069859e-05,0.0152350824368874,3.6993811607767728e-06,0.015187741088846702,
ACOD1,ENSG00000102794.11,chr13,100.0,100,4.248282190640865e-05,0.0150211231064463,4.422951509404732e-06,0.014978640284539891,
ACOD1,ENSG00000102794.11,chr13,1000.0,1k,7.196145390920307e-05,0.0006586835588283,3.7744068902011954e-05,0.000586722104919097,
ACOD1,ENSG00000102794.11,chr13,10000.0,10k,5.44913645860616e-05,0.0001802261237283,3.863387032705519e-05,0.0001257347591422384,
ACOD1,ENSG00000102794.11,chr13,100000.0,100k,4.059864559161877e-05,4.3184239665837915e-05,4.0291701077458685e-05,2.5855940742191424e-06,
ACOD1,ENSG00000102794.11,chr13,500000.0,500k,4.0123035891041605e-05,4.042923880672255e-05,4.0452482799262224e-05,3.0620291568094187e-07,
ACP4,ENSG00000142513.6,chr19,0.0,0,0.0077123140470391,0.6565330691171926,0.0003559869110191,0.6488207550701535,
ACP4,ENSG00000142513.6,chr19,20.0,20,0.0038673919230255,0.5173055032864219,0.0003424028520791,0.5134381113633963,
ACP4,ENSG00000142513.6,chr19,30.0,30,0.0049759016914545,0.9358539364739756,0.000319659163691,0.9308780347825212,
ACP4,ENSG00000142513.6,chr19,100.0,100,0.0314361999097053,1.0626559590316065,0.0003458324779145,1.0312197591219012,
ACP4,ENSG00000142513.6,chr19,1000.0,1k,0.0008172212685484,0.0107823963176406,0.0004425182458133,0.009965175049092199,
ACP4,ENSG00000142513.6,chr19,10000.0,10k,0.0007101082110577,0.0015306580039865,0.0004755754359293,0.0008205497929288,
ACP4,ENSG00000142513.6,chr19,100000.0,100k,0.0003993962070876,0.0004059078879011,0.0004035413009488,6.511680813499983e-06,
ACP4,ENSG00000142513.6,chr19,500000.0,500k,0.0004038175776393,0.0004032037659981,0.0004009600742095,-6.138116411999982e-07,
ACP7,ENSG00000183760.11,chr19,0.0,0,0.0005352274464843,0.0164666197418739,6.263231799874858e-05,0.0159313922953896,
ACP7,ENSG00000183760.11,chr19,20.0,20,0.0003808702449365,0.0120948085727904,6.952145184261989e-05,0.0117139383278539,
ACP7,ENSG00000183760.11,chr19,30.0,30,0.0002751060201538,0.0089383288394865,6.88006470137702e-05,0.0086632228193327,
ACP7,ENSG00000183760.11,chr19,100.0,100,0.0017571575911101,0.0371730067149347,8.443027930013761e-05,0.0354158491238246,
ACP7,ENSG00000183760.11,chr19,1000.0,1k,0.0004207959166553,0.0038178252368311,7.012077020904292e-05,0.0033970293201757997,
ACP7,ENSG00000183760.11,chr19,10000.0,10k,0.0002779347648237,0.0017373017207676,6.852819802500281e-05,0.0014593669559439001,
ACP7,ENSG00000183760.11,chr19,100000.0,100k,7.404523739277735e-05,7.995720216873095e-05,7.233400629630984e-05,5.911964775953603e-06,
ACP7,ENSG00000183760.11,chr19,500000.0,500k,7.225753533802346e-05,7.175610378094362e-05,7.244546227862997e-05,-5.014315570798405e-07,
ACRV1,ENSG00000134940.14,chr11,0.0,0,0.0003469462847795,0.0010139321442654,0.0001847805322026,0.0006669858594858999,
ACRV1,ENSG00000134940.14,chr11,20.0,20,0.0004642921011318,0.001357369985837,0.0001827092956257,0.0008930778847051999,
ACRV1,ENSG00000134940.14,chr11,30.0,30,0.0004535183443344,0.0014147979959114,0.0001854064244236,0.000961279651577,
ACRV1,ENSG00000134940.14,chr11,100.0,100,0.0004882173002694,0.0012391138889189,0.000195935252462,0.0007508965886495,
ACRV1,ENSG00000134940.14,chr11,1000.0,1k,0.0004391975748651,0.0006975195069794,0.0003667112083263,0.0002583219321143,
ACRV1,ENSG00000134940.14,chr11,10000.0,10k,0.00045426544086,0.0005783729579839,0.0003969478307242,0.00012410751712389994,
ACRV1,ENSG00000134940.14,chr11,100000.0,100k,0.0004567751325905,0.0005097123724037,0.0004196690637092,5.293723981319992e-05,
ACRV1,ENSG00000134940.14,chr11,500000.0,500k,0.0004173886385657,0.0004181330063775,0.0004172087991911,7.44367811800011e-07,
ACSBG2,ENSG00000130377.14,chr19,0.0,0,0.0010651993975484,0.0042294812189542,6.95571164324871e-05,0.0031642818214058,
ACSBG2,ENSG00000130377.14,chr19,20.0,20,0.0003953942474892,0.004753358070576,7.130774185725633e-05,0.0043579638230867995,
ACSBG2,ENSG00000130377.14,chr19,30.0,30,0.0008770248431429,0.0096391921469264,6.929110477432592e-05,0.0087621673037835,
ACSBG2,ENSG00000130377.14,chr19,100.0,100,0.0004647947710662,0.0160462462603127,7.310681506565569e-05,0.015581451489246499,
ACSBG2,ENSG00000130377.14,chr19,1000.0,1k,0.00011879307177,0.0003145730415751,7.826776336001763e-05,0.00019577996980509998,
ACSBG2,ENSG00000130377.14,chr19,10000.0,10k,8.562074510651728e-05,0.0001145874143967,7.483018524178185e-05,2.8966669290182717e-05,
ACSBG2,ENSG00000130377.14,chr19,100000.0,100k,7.370223745046968e-05,7.791647171265063e-05,7.254908955848029e-05,4.2142342621809536e-06,
ACSBG2,ENSG00000130377.14,chr19,500000.0,500k,7.23101333526088e-05,7.25358830583172e-05,7.240745396236375e-05,2.2574970570840797e-07,
ACSM4,ENSG00000215009.6,chr12,0.0,0,0.0009638174833242,0.0089525075830003,0.0001176492848997,0.007988690099676099,
ACSM4,ENSG00000215009.6,chr12,20.0,20,0.0002959525521612,0.003627116284072,0.0001082790795613,0.0033311637319108,
ACSM4,ENSG00000215009.6,chr12,30.0,30,0.000265024732145,0.0034562918898126,0.000115010306074,0.0031912671576676,
ACSM4,ENSG00000215009.6,chr12,100.0,100,0.0002728958673837,0.0036992141577359,0.0001038987474134,0.0034263182903522,
ACSM4,ENSG00000215009.6,chr12,1000.0,1k,0.0003261259858393,0.0024256648038473,0.0001469361873196,0.002099538818008,
ACSM4,ENSG00000215009.6,chr12,10000.0,10k,0.0001705565904861,0.0009518575007385,0.000100508258386,0.0007813009102524,
ACSM4,ENSG00000215009.6,chr12,100000.0,100k,0.0001466666619613,0.0001569089294224,0.0001452735461568,1.0242267461099995e-05,
ACSM4,ENSG00000215009.6,chr12,500000.0,500k,0.0001444886213147,0.0001436813344888,0.0001446299936451,-8.072868259000206e-07,
ACSM6,ENSG00000173124.15,chr10,0.0,0,0.0038137486502298,0.0500408405811898,0.0004629888286652,0.04622709193096,
ACSM6,ENSG00000173124.15,chr10,20.0,20,0.0088777230782657,0.113191127210997,0.000410540533902,0.1043134041327313,
ACSM6,ENSG00000173124.15,chr10,30.0,30,0.0131760164716686,0.1985150057703596,0.0004216644052941,0.185338989298691,
ACSM6,ENSG00000173124.15,chr10,100.0,100,0.0056451219852135,0.1444762048498447,0.0002833207013814,0.1388310828646312,
ACSM6,ENSG00000173124.15,chr10,1000.0,1k,0.005138393482506,0.0605361113734596,0.0011157162793525,0.0553977178909536,
ACSM6,ENSG00000173124.15,chr10,10000.0,10k,0.0017023808763174,0.0042193079765941,0.0036772817192023,0.0025169271002767,
ACSM6,ENSG00000173124.15,chr10,100000.0,100k,0.0012670570608477,0.0014463728711991,0.0011687541743184,0.00017931581035140012,
ACSM6,ENSG00000173124.15,chr10,500000.0,500k,0.0011847013068985,0.0011946109422175,0.0011896343317804,9.909635319000102e-06,
ACTBL2,ENSG00000169067.4,chr5,0.0,0,0.0008053949887512,0.0401044045368959,6.913381406704823e-05,0.0392990095481447,
ACTBL2,ENSG00000169067.4,chr5,20.0,20,0.0010294658667662,0.0305463521673283,6.624028297088588e-05,0.0295168863005621,
ACTBL2,ENSG00000169067.4,chr5,30.0,30,0.0004383626840198,0.0090529604862354,5.8659050533878374e-05,0.0086145978022156,
ACTBL2,ENSG00000169067.4,chr5,100.0,100,0.0099497974093649,0.0835354001150571,6.867670383089276e-05,0.0735856027056922,
ACTBL2,ENSG00000169067.4,chr5,1000.0,1k,0.0003175913321095,0.0026802041240506,0.0001215148036848,0.0023626127919411,
ACTBL2,ENSG00000169067.4,chr5,10000.0,10k,0.0001802926093692,0.0003957628165941,0.0001295808865492,0.00021547020722489997,
ACTBL2,ENSG00000169067.4,chr5,100000.0,100k,0.0001330559923195,0.0001421852711109,0.0001296473368766,9.129278791400014e-06,
ACTBL2,ENSG00000169067.4,chr5,500000.0,500k,0.0001288168052386,0.0001294456501781,0.0001289622341722,6.288449395000072e-07,
ACTL6B,ENSG00000077080.10,chr7,0.0,0,0.0287546849699919,0.449339290219361,0.0002645314987129,0.4205846052493691,
ACTL6B,ENSG00000077080.10,chr7,20.0,20,0.0115620457982867,0.2748709083033298,0.0004473081967037,0.2633088625050431,
ACTL6B,ENSG00000077080.10,chr7,30.0,30,0.0273986858653142,0.4682032979260516,0.0004210924421329,0.4408046120607374,
ACTL6B,ENSG00000077080.10,chr7,100.0,100,0.0223032782813049,0.3100745874852251,0.0005843963226906,0.2877713092039202,
ACTL6B,ENSG00000077080.10,chr7,1000.0,1k,0.0055217796507183,0.1016043864265376,0.0004309110578211,0.0960826067758193,
ACTL6B,ENSG00000077080.10,chr7,10000.0,10k,0.0019598887465316,0.0103074891811108,0.0004434480864915,0.0083476004345792,
ACTL6B,ENSG00000077080.10,chr7,100000.0,100k,0.0004679634404185,0.0004714347271422,0.0004760136604733,3.4712867236999663e-06,
ACTL6B,ENSG00000077080.10,chr7,500000.0,500k,0.0004678266090727,0.0004686647488987,0.0004744046390042,8.381398259999753e-07,
ACTL7A,ENSG00000187003.7,chr9,0.0,0,0.0272342615164111,0.7022744142432159,0.0001017527672923,0.6750401527268048,
ACTL7A,ENSG00000187003.7,chr9,20.0,20,0.0257907696642458,0.6148497553345641,9.774802714936349e-05,0.5890589856703183,
ACTL7A,ENSG00000187003.7,chr9,30.0,30,0.0244040700392773,0.6645624987196944,9.75054850838914e-05,0.6401584286804172,
ACTL7A,ENSG00000187003.7,chr9,100.0,100,0.0029712048935947,0.074891519948243,9.098826428607016e-05,0.0719203150546483,
ACTL7A,ENSG00000187003.7,chr9,1000.0,1k,0.0002912301826226,0.0009098262784084,0.0001236768613991,0.0006185960957858,
ACTL7A,ENSG00000187003.7,chr9,10000.0,10k,0.0001553527828972,0.0002349017213247,0.0001270935438448,7.954893842750002e-05,
ACTL7A,ENSG00000187003.7,chr9,100000.0,100k,0.0001262997916506,0.0001337861080949,0.0001243500070483,7.486316444300006e-06,
ACTL7A,ENSG00000187003.7,chr9,500000.0,500k,0.0001253501272277,0.0001264069545003,0.0001257263011637,1.0568272725999903e-06,
ACTL7B,ENSG00000148156.8,chr9,0.0,0,0.1007882219710627,4.0243731696864105,5.1190877210942105e-05,3.923584947715348,
ACTL7B,ENSG00000148156.8,chr9,20.0,20,0.0757071091640623,4.221252327262089,5.181850431411158e-05,4.145545218098027,
ACTL7B,ENSG00000148156.8,chr9,30.0,30,0.2425675334074152,5.838571740390559,5.229248829794818e-05,5.596004206983143,
ACTL7B,ENSG00000148156.8,chr9,100.0,100,0.0375979422682175,1.5459752076381568,4.700755603642952e-05,1.5083772653699392,
ACTL7B,ENSG00000148156.8,chr9,1000.0,1k,0.0002802186922081,0.0024558163877768,4.596061993984745e-05,0.0021755976955687,
ACTL7B,ENSG00000148156.8,chr9,10000.0,10k,5.377512099945369e-05,9.982279753817002e-05,4.049390026810546e-05,4.604767653871633e-05,
ACTL7B,ENSG00000148156.8,chr9,100000.0,100k,6.301502776574284e-05,6.603001112254225e-05,6.31447073565207e-05,3.014983356799413e-06,
ACTL7B,ENSG00000148156.8,chr9,500000.0,500k,6.257886677856821e-05,6.288396948435045e-05,6.300742022377285e-05,3.051027057822381e-07,
ACTL8,ENSG00000117148.8,chr1,0.0,0,0.000184604371913,0.0020792671631129,1.861389497041921e-05,0.0018946627911999,
ACTL8,ENSG00000117148.8,chr1,20.0,20,4.931680231123833e-05,0.0003007513840357,2.848619190068366e-05,0.00025143458172446166,
ACTL8,ENSG00000117148.8,chr1,30.0,30,4.6037250383633145e-05,0.0003634699781928,2.8660717856107595e-05,0.00031743272780916686,
ACTL8,ENSG00000117148.8,chr1,100.0,100,7.439242435136155e-05,0.0009910751226179,2.757849937656651e-05,0.0009166826982665386,
ACTL8,ENSG00000117148.8,chr1,1000.0,1k,3.9269345993518896e-05,9.671140537888748e-05,2.9807181590191175e-05,5.744205938536859e-05,
ACTL8,ENSG00000117148.8,chr1,10000.0,10k,4.1843282474256265e-05,8.224630531283317e-05,2.8802013468662424e-05,4.040302283857691e-05,
ACTL8,ENSG00000117148.8,chr1,100000.0,100k,3.3632251487177856e-05,5.525117708998731e-05,2.740073113367899e-05,2.1618925602809454e-05,
