cohort,gene_symbol,gene_id,native,rs127_major,rs127_minor,T_minus_G
bottom500,ADAMTS20,ENSG00000173157.18,0.0005668311004581,0.0032086566543015,0.050841177130832,0.0476325204765305
bottom500,ADAMTS6,ENSG00000049192.15,0.0062223862975039,0.007514667522846,0.015336762200144,0.007822094677298
bottom500,ADAMTS8,ENSG00000134917.10,0.0031499203782096,0.0082252769333952,0.1007582557173576,0.0925329787839624
bottom500,ADARB2,ENSG00000185736.16,0.0005590260564758,0.0023627433509825,0.0121107154829118,0.0097479721319293
bottom500,ADCY2,ENSG00000078295.17,0.0008843548109876,0.0030455266541464,0.0182447842604953,0.015199257606348899
bottom500,ADCY8,ENSG00000155897.10,0.0008423946767432,0.0038641643231931,0.0288548548512286,0.0249906905280355
bottom500,ADGB,ENSG00000118492.19,5.660918206060284e-05,0.0002529635348604,0.0032502582719909,0.0029972947371305
bottom500,ADGRB2,ENSG00000121753.13,0.0003303365545561,0.000663705890818,0.0022766544234302,0.0016129485326122001
bottom500,ADGRD2,ENSG00000180264.12,0.0001301439906227,0.0018392326401058,0.0410441236923826,0.0392048910522768
bottom500,ADGRF1,ENSG00000153292.16,0.0001952604651463,0.0039929965369593,0.0340022554692949,0.030009258932335595
bottom500,ADGRF4,ENSG00000153294.12,3.7128851097007304e-05,6.890221269470566e-05,0.0003235326760373,0.0002546304633425943
bottom500,ADGRG4,ENSG00000156920.11,6.627621415310091e-06,3.191395805395087e-05,0.0001344183278858,0.00010250436983184913
bottom500,ADIG,ENSG00000182035.13,0.0004290849789617,0.0004625591204019,0.0013889600093351,0.0009264008889332
bottom500,ADRB3,ENSG00000188778.6,0.0009233905236023,0.0365037916309335,0.5661723212600699,0.5296685296291364
bottom500,AGBL1,ENSG00000273540.5,0.0002955674211412,0.0277161760190362,0.1352199900749176,0.10750381405588141
bottom500,AGTR2,ENSG00000180772.8,0.0043773143629446,0.0737888938653849,0.7129075256902001,0.6391186318248152
bottom500,AICDA,ENSG00000111732.12,0.0001144074620499,0.0041236303194874,0.0665974149113147,0.0624737845918273
bottom500,AIPL1,ENSG00000129221.16,1.7239785240160037e-05,0.0793453294203141,1.14980788227122,1.070462552850906
bottom500,AIRE,ENSG00000160224.17,0.000272113832334,0.0035872924385453,0.1879730074641844,0.1843857150256391
bottom500,AKAP4,ENSG00000147081.15,4.1551576640926566e-05,0.0266229362319498,0.275426497887308,0.2488035616553582
bottom500,AKNAD1,ENSG00000162641.20,2.3576759669276343e-05,0.0004984254283919,0.0069430414907709,0.006444616062379
bottom500,ALG1L2,ENSG00000251287.9,3.832765839144179e-05,0.0001442307351996,0.0012969137936405,0.0011526830584409
bottom500,ALK,ENSG00000171094.18,0.0005276666043709,0.0010925810540466,0.0025017810972255,0.0014092000431789001
bottom500,ALOX12B,ENSG00000179477.11,1.6225726231218613e-05,0.0093750283775619,0.3879765803556128,0.3786015519780509
bottom500,ALOXE3,ENSG00000179148.11,0.0006915796874397,0.0012479050687518,0.0096058868223092,0.0083579817535574
bottom500,ALPG,ENSG00000163286.9,5.0087770859181e-05,0.0087366206810439,0.6199194618679926,0.6111828411869488
bottom500,ALPI,ENSG00000163295.5,0.0023924781587296,0.0243854805210138,1.3181494651094612,1.2937639845884474
bottom500,ALPP,ENSG00000163283.7,0.0001370021394468,0.0393818113029544,1.3939028492294074,1.354521037926453
bottom500,ALX1,ENSG00000180318.4,0.0001833188462895,0.0002031073956194,0.0035814989271595,0.0033783915315401
bottom500,ALX4,ENSG00000052850.8,8.337262575314819e-05,0.0002214430472825,0.0018299071925645,0.001608464145282
bottom500,AMBN,ENSG00000178522.15,0.0001101117515332,0.0243133664227997,0.193333685552042,0.1690203191292423
bottom500,AMELX,ENSG00000125363.14,0.0002096532396308,0.0038435103002096,0.0474407654558232,0.0435972551556136
bottom500,AMELY,ENSG00000099721.16,0.0357516136162878,0.0544081437287803,0.0936367632244702,0.039228619495689905
bottom500,AMER2,ENSG00000165566.13,0.000393229422576,0.0015245860809213,0.015150062258786,0.0136254761778647
bottom500,AMER3,ENSG00000178171.12,2.7386842474451883e-05,0.0003241415677999,0.005395331867005,0.0050711902992051
bottom500,AMTN,ENSG00000187689.10,2.862355057458937e-05,0.0017817647629386,0.044706878314788,0.0429251135518494
bottom500,AMY1A,ENSG00000237763.10,1.4264253094217572e-05,0.0013294262363221,0.1127107916566656,0.1113813654203435
bottom500,AMY1B,ENSG00000174876.17,1.0294512849688123e-05,0.0020005568569599,0.149147182331203,0.1471466254742431
bottom500,AMY1C,ENSG00000187733.7,6.970678873023103e-07,4.834918490564695e-06,7.054617743755115e-05,6.571125894698646e-05
bottom500,AMY2A,ENSG00000243480.8,0.000423627018025,0.0036592632059688,0.9747409600901694,0.9710816968842007
bottom500,ANGPTL5,ENSG00000187151.7,0.002713249303884,0.0066813689316785,0.0152147423819242,0.0085333734502457
bottom500,ANKFN1,ENSG00000153930.13,0.0001178086229183,0.0006513116727776,0.0063631050130391,0.0057117933402615
bottom500,ANKRD30A,ENSG00000148513.20,3.7118939646063255e-05,0.0013726963072308,0.0158107097632391,0.0144380134560083
bottom500,ANKRD30B,ENSG00000180777.15,6.131939686189877e-05,0.000510404879755,0.0068322240059886,0.0063218191262336
bottom500,ANKRD30BL,ENSG00000163046.16,0.000257735660868,0.0004930766480153,0.0013591290056571,0.0008660523576417999
bottom500,ANKRD31,ENSG00000145700.10,0.0011019554342365,0.0061962136633785,0.0259899857394955,0.019793772076117
bottom500,ANKRD34B,ENSG00000189127.8,0.0001726317458842,0.0013261549577481,0.046600264571666,0.0452741096139179
bottom500,ANKRD34C,ENSG00000235711.5,1.984025837188908e-05,0.0001074014578238,0.0046117187710498,0.0045043173132260006
bottom500,ANKRD45,ENSG00000183831.7,0.0003369814215585,0.0009549635095535,0.0073833264200069,0.0064283629104534
bottom500,ANKRD60,ENSG00000124227.6,0.014290966099534,0.0024395551363979,0.0037904926377475,0.0013509375013496003
bottom500,ANKRD62,ENSG00000181626.12,0.0001413179348091,0.0016022066768175,0.0571128183215748,0.0555106116447573
bottom500,ANKRD63,ENSG00000230778.2,0.0006637327198603,0.0038726255341111,0.051380315264354,0.0475076897302429
bottom500,ANKRD66,ENSG00000230062.7,0.0001283694934812,0.0127656669936696,0.1017843576770896,0.08901869068342
bottom500,ANKUB1,ENSG00000206199.11,4.4720557188620016e-05,0.0031526348802169,0.0562255835064264,0.0530729486262095
bottom500,ANO2,ENSG00000047617.18,0.0037666168409934,0.0092355726083636,0.0371079543804234,0.0278723817720598
bottom500,ANO4,ENSG00000151572.18,0.0001038399870537,0.0007986210278547,0.01863737192927,0.0178387509014153
bottom500,ANP32D,ENSG00000139223.4,0.0002698970195562,0.0003135456230842,0.0005386990924025,0.00022515346931830006
bottom500,ANTXRL,ENSG00000274209.6,0.0005135110176812,0.0010690470988438,0.0045856212483121,0.0035165741494683
bottom500,APC2,ENSG00000115266.12,5.742859932811489e-05,0.0001319444874189,0.0010158831262493,0.0008839386388304001
bottom500,APCDD1L,ENSG00000198768.11,0.0003821897343493,0.0005640787992163,0.0064296765496738,0.0058655977504575
bottom500,APELA,ENSG00000248329.6,0.001151049091944,0.0047103872037458,0.0613539084631679,0.0566435212594221
bottom500,APOBEC1,ENSG00000111701.7,8.16765022130844e-05,0.0304373113709589,0.1609662992029818,0.1305289878320229
bottom500,APOBEC4,ENSG00000173627.8,0.0007589868033829,0.0069679059483167,0.013645870791315,0.0066779648429983
bottom500,AQP10,ENSG00000143595.13,0.0082468303650818,0.046727552732813,0.5280084870265299,0.48128093429371693
bottom500,AQP12A,ENSG00000184945.15,0.0005602654462892,0.0074589972514704,0.29492066667883,0.28746166942735957
bottom500,AQP12B,ENSG00000185176.13,0.0003566473665351,0.2178799203487373,1.4891610408632754,1.271281120514538
bottom500,ARHGAP36,ENSG00000147256.12,0.0001596827414574,0.0004091221146458,0.0047904341720217,0.0043813120573759
bottom500,ARHGAP40,ENSG00000124143.11,0.0004864789619712,0.0097519452150966,0.0830422375764904,0.0732902923613938
bottom500,ARL13A,ENSG00000174225.15,0.0002580216876205,0.0004244036308345,0.0006663265827297,0.00024192295189519997
bottom500,ARL14EPL,ENSG00000268223.7,0.0004778196380132,0.0004521148189459,0.0016089899670747,0.0011568751481288
bottom500,ARL5C,ENSG00000141748.13,0.0003622212751149,0.0150930545736846,0.2571161136044806,0.24202305903079602
bottom500,ARMC3,ENSG00000165309.14,7.671123330336178e-05,0.0002586203839111,0.0017753727720898,0.0015167523881787
bottom500,ARMH2,ENSG00000260286.4,0.0009523715436245,0.0162982646741192,0.1330007216362027,0.11670245696208349
bottom500,ARR3,ENSG00000120500.19,0.0002728415910555,0.0149285538955538,0.2725069931941281,0.25757843929857427
bottom500,ARSH,ENSG00000205667.3,2.306543837940704e-05,0.0001686575777063,0.0010944788859329,0.0009258213082266
bottom500,ART1,ENSG00000129744.3,0.000262231198309,0.0016900743234855,0.0170209052452869,0.015330830921801401
bottom500,ARX,ENSG00000004848.8,5.006060279836896e-05,6.0161235361687986e-05,0.0006492194717828,0.000589058236421112
bottom500,ASB10,ENSG00000146926.11,0.0001106651234584,0.0682695076396557,0.6946592295509305,0.6263897219112748
bottom500,ASB11,ENSG00000165192.14,0.0005109433360484,0.0185359379450126,0.1290001653960466,0.11046422745103401
bottom500,ASB15,ENSG00000146809.14,9.695625346283395e-06,9.713739475310915e-06,2.6998995244894857e-05,1.728525576958394e-05
bottom500,ASB17,ENSG00000154007.7,6.264028876757936e-05,0.2769473278675438,0.6641343797255305,0.3871870518579867
bottom500,ASB18,ENSG00000182177.15,8.493067208954683e-05,0.001339144051934,0.0417473130173299,0.0404081689653959
bottom500,ASB5,ENSG00000164122.9,0.000277881095988,0.0019083866806245,0.0681919716407207,0.0662835849600962
bottom500,ASCL3,ENSG00000176009.4,7.99410163860892e-05,0.0009477381746324,0.0324831849045875,0.0315354467299551
bottom500,ASCL4,ENSG00000187855.6,4.691305904894181e-05,0.000563555590806,0.1200193974877613,0.11945584189695531
bottom500,ASCL5,ENSG00000232237.5,1.2300382385821502e-05,0.0009075446764208,0.0168153201580338,0.015907775481613
bottom500,ASIC2,ENSG00000108684.15,0.0006743700626908,0.0018558080885337,0.0067380669786762,0.0048822588901425
bottom500,ASIC4,ENSG00000072182.14,0.0168494446210716,0.0400234383938188,0.1957777051178602,0.15575426672404138
bottom500,ASIC5,ENSG00000256394.3,0.0046489876125848,0.0513132692257344,0.2194597246666148,0.16814645544088042
bottom500,ASZ1,ENSG00000154438.8,2.0793297258300757e-05,6.6302270274465e-05,0.0008179698673874,0.000751667597112935
bottom500,ATCAY,ENSG00000167654.18,3.185731013333651e-05,9.535115536041896e-05,0.001617473256188,0.001522122100827581
bottom500,ATOH1,ENSG00000172238.6,0.0002072295923917,0.0013361253774802,0.0262733238696366,0.0249371984921564
bottom500,ATP10B,ENSG00000118322.14,0.000910175773518,0.0035271070842334,0.0203739547544763,0.0168468476702429
bottom500,ATP12A,ENSG00000075673.12,0.0002244488164437,0.0028990727247898,0.1515880521412621,0.1486889794164723
bottom500,ATP13A5,ENSG00000187527.12,2.365715762610079e-05,0.0004937181177954,0.0387914686718348,0.038297750554039396
bottom500,ATP1A4,ENSG00000132681.17,7.17210568952064e-06,0.0006261487827503,0.05527434344888,0.0546481946661297
bottom500,ATP2B3,ENSG00000067842.19,0.0003190925881753,0.000483359771873,0.0036018234362982,0.0031184636644252
bottom500,ATP5MGL,ENSG00000249222.1,0.0134638710378716,0.0182670188885693,0.0250387272417252,0.006771708353155898
bottom500,ATP6V0A4,ENSG00000105929.16,0.000195458623286,0.0025983633701477,0.0258011400803897,0.023202776710242
bottom500,ATP6V1G3,ENSG00000151418.12,5.432340611862677e-05,0.004280323262767,0.0589534550381334,0.0546731317753664
bottom500,ATP8A2,ENSG00000132932.19,0.0001583814110286,0.0010977525757401,0.016932558644544,0.0158348060688039
bottom500,ATXN3L,ENSG00000123594.7,6.234031929444802e-06,2.454382280607993e-05,0.0001613253304762,0.00013678150767012007
bottom500,AVPR1B,ENSG00000198049.7,0.0008894196713575,0.013334952373038,0.1511487180214568,0.1378137656484188
bottom500,AVPR2,ENSG00000126895.16,0.0040620610946271,0.0191200162716024,0.3918004195824032,0.37268040331080077
bottom500,AWAT1,ENSG00000204195.4,0.0026799883930263,0.0344496702617539,0.2721396550073093,0.23768998474555542
bottom500,AWAT2,ENSG00000147160.9,0.0001588660768212,0.0012962085365206,0.0689176060272366,0.067621397490716
bottom500,AXDND1,ENSG00000162779.22,0.0005357659255118,0.0009629553134099,0.0017223975466835,0.0007594422332736
bottom500,B3GALT1,ENSG00000172318.6,0.0011016142262529,0.0004845434319852,0.0027927182685643,0.0023081748365791003
bottom500,B3GALT5,ENSG00000183778.19,5.258642908523997e-05,0.0001845533260045,0.0008686675214623,0.0006841141954578
bottom500,B3GNT6,ENSG00000198488.10,9.345524385769336e-05,0.000336177687364,0.0048119235686594,0.0044757458812954
bottom500,BANF2,ENSG00000125888.15,7.37977235029511e-05,0.0050163293555459,0.0495125423503261,0.0444962129947802
bottom500,BARHL1,ENSG00000125492.11,2.004276183007469e-05,3.383035467315155e-05,0.0001421462340071,0.00010831587933394845
bottom500,BARHL2,ENSG00000143032.8,2.625853470054496e-05,0.0007691814208104,0.0112199024648395,0.010450721044029101
bottom500,BARX2,ENSG00000043039.7,0.0007370948880888,0.001787486393571,0.0108604492331151,0.0090729628395441
bottom500,BCAN,ENSG00000132692.19,0.0016920116116213,0.0018048687899081,0.0121464514587359,0.0103415826688278
bottom500,BECN2,ENSG00000196289.7,0.000101458483325,0.0075246968721634,0.534313492513563,0.5267887956413996
bottom500,BEND2,ENSG00000177324.14,1.1658675522092457e-06,1.1390214338816413e-05,0.0005309645564951,0.0005195743421562835
bottom500,BFSP2,ENSG00000170819.5,4.53087289055767e-05,9.9017056072815e-05,0.0127054284908896,0.012606411434816785
bottom500,BHLHE23,ENSG00000125533.6,0.0001289476529179,0.0012937634575022,0.0749439037135171,0.07365014025601489
bottom500,BLACAT1,ENSG00000281406.2,7.516524861462363e-05,0.0001780769095541,0.0012015643941058,0.0010234874845517
bottom500,BLID,ENSG00000259571.2,0.003827285922528,0.0041422500634088,0.0060611845234736,0.0019189344600648002
bottom500,BMP15,ENSG00000130385.6,3.93220215649751e-06,0.0004511691793913,0.0262274267543785,0.025776257574987197
bottom500,BMP3,ENSG00000152785.8,0.0044491272629186,0.0088723487137139,0.0707999452952294,0.0619275965815155
bottom500,BMP7,ENSG00000101144.13,0.0031357566702443,0.010758122241637,0.047279458462889,0.036521336221252004
bottom500,BNC1,ENSG00000169594.14,0.0003577651807329,0.0006297083817826,0.0053602690439685,0.0047305606621859
bottom500,BNIP5,ENSG00000189325.7,0.0002320542347918,0.0041322878475865,0.1402481851786918,0.1361158973311053
bottom500,BOD1L2,ENSG00000228075.5,0.0001785034084284,0.0008156611990314,0.0195418924209943,0.0187262312219629
bottom500,BOLL,ENSG00000152430.19,0.0001259244681354,0.0012252513442972,0.0140067753042567,0.0127815239599595
bottom500,BPIFA1,ENSG00000198183.13,0.0002824001184622,0.0045558045711577,0.9787874967089486,0.9742316921377909
bottom500,BPIFA2,ENSG00000131050.11,0.0002906082431882,0.0012816183966099,0.0301015643013583,0.0288199459047484
bottom500,BPIFA3,ENSG00000131059.12,6.1300364144889455e-06,3.019319295555435e-05,0.012732052546307,0.012701859353351446
bottom500,BPIFB3,ENSG00000186190.8,8.441266557368564e-06,0.0014123891727374,0.0977416359180705,0.09632924674533311
bottom500,BPIFB4,ENSG00000186191.9,1.3211553187446972e-05,0.0001841671255854,0.0181950495673707,0.0180108824417853
bottom500,BPIFB6,ENSG00000167104.11,0.000321147319556,0.0053160888775481,0.1162406902635811,0.110924601386033
bottom500,BPIFC,ENSG00000184459.10,7.579533804296805e-06,0.001315371908946,0.0809631827420444,0.07964781083309841
bottom500,BPY2,ENSG00000183753.10,2.261554808514541e-05,4.440808106509584e-05,0.0001486218627131,0.00010421378164800416
bottom500,BPY2B,ENSG00000183795.8,1.920291494898107e-05,3.7481358282111e-05,0.0001262652358045,8.8783877522389e-05
bottom500,BPY2C,ENSG00000185894.8,2.2171112231331093e-05,2.485513562988482e-05,6.437622178924746e-05,3.9521086159362634e-05
bottom500,BRINP3,ENSG00000162670.11,0.0003049995281229,0.0009966321963958,0.0061583678403129,0.0051617356439171
bottom500,BRS3,ENSG00000102239.5,1.7816488209984298e-05,0.0002050061662576,0.0797605426960087,0.0795555365297511
bottom500,BSND,ENSG00000162399.9,0.0003309974780998,0.0057863602884151,0.1676241778477245,0.1618378175593094
bottom500,BSPH1,ENSG00000188334.3,4.4350742295245985e-06,0.0001389827952626,0.0178866641432863,0.017747681348023698
bottom500,BSX,ENSG00000188909.5,3.112311488014181e-06,0.0004241646272206,0.036939197685841,0.0365150330586204
bottom500,BTBD17,ENSG00000204347.4,0.0001139599219427,0.0014738201807014,0.1259949132818724,0.124521093101171
bottom500,BTBD18,ENSG00000233436.8,0.0013627371561683,0.0015487429572375,0.0023267429505429,0.0007779999933054001
bottom500,BTG4,ENSG00000137707.14,2.4254591497073155e-05,6.0478944306888854e-05,0.0003182282412954,0.00025774929698851114
bottom500,BTN1A1,ENSG00000124557.14,0.0010337052388333,0.0020639574034984,0.0221469346182483,0.0200829772147499
bottom500,BTNL2,ENSG00000204290.11,0.0001544092661498,0.0024968854965671,0.028387419553555,0.0258905340569879
bottom500,C10ORF120,ENSG00000183559.12,2.3114818998632716e-05,0.0212061059133048,0.937060032582706,0.9158539266694011
bottom500,C10ORF53,ENSG00000178645.14,1.6059464520372783e-05,3.5785887688168687e-06,9.416530380838812e-05,9.058671503957124e-05
bottom500,C10ORF71,ENSG00000177354.12,0.0011449461180717,0.003535369411266,0.041324873780207,0.037789504368941004
bottom500,C11ORF16,ENSG00000176029.14,9.073225259057736e-05,0.0158745527070685,0.3266433129261049,0.3107687602190364
bottom500,C11ORF87,ENSG00000185742.7,0.0002053041735172,0.0004926776650172,0.01046129271213,0.0099686150471128
bottom500,C12ORF42,ENSG00000179088.16,4.095146448813031e-05,0.0002376673318551,0.001560765368153,0.0013230980362979
bottom500,C12ORF50,ENSG00000165805.10,3.882815133119788e-05,0.0028477431406311,0.0227935834198328,0.0199458402792017
bottom500,C12ORF54,ENSG00000177627.11,0.0001672823722289,0.0002055169393308,0.0004931724062564,0.0002876554669256
bottom500,C12ORF56,ENSG00000185306.13,0.0003384338826993,0.0164500100805512,0.2116920784951289,0.1952420684145777
bottom500,C13ORF42,ENSG00000226792.8,0.0001361744176827,0.0067293902856453,0.2662857432946616,0.2595563530090163
bottom500,C14ORF39,ENSG00000179008.9,0.0001190972366174,0.0018784367544327,0.028800480587278,0.0269220438328453
bottom500,C16ORF78,ENSG00000166152.4,1.0403101120274792e-05,0.0001269162336205,0.1473538063905402,0.1472268901569197
bottom500,C16ORF82,ENSG00000234186.5,8.503551838780943e-06,0.002788532937153,0.0852934413106999,0.08250490837354689
bottom500,C16ORF90,ENSG00000215131.11,0.000112080513763,0.0004893303610211,0.0033847692881208,0.0028954389270997
bottom500,C16ORF92,ENSG00000167194.8,5.546533882057434e-05,0.0001628940098194,0.0018955041218114,0.001732610111992
bottom500,C17ORF50,ENSG00000270806.2,5.836885525353608e-05,0.0001101795526003,0.000366184950318,0.0002560053977177
bottom500,C17ORF78,ENSG00000278505.5,0.0003622170057578,0.0028226395607575,0.0270293284988766,0.0242066889381191
bottom500,C17ORF99,ENSG00000187997.12,0.1411893445643685,0.0021142944597973,0.0292115695156932,0.0270972750558959
bottom500,C18ORF63,ENSG00000206043.7,1.3060340556806997e-05,0.0003174377261902,0.003867369159742,0.0035499314335518
bottom500,C19ORF67,ENSG00000188032.10,0.001489025194362,0.120317667988373,0.4321874333780666,0.3118697653896936
bottom500,C19ORF81,ENSG00000235034.7,8.163359906922615e-06,2.476535188171513e-05,0.0003331770084901,0.0003084116566083849
bottom500,C19ORF84,ENSG00000262874.2,0.0009110456082993,0.0286386963106505,0.2591945213602228,0.2305558250495723
bottom500,C19ORF85,ENSG00000283567.2,0.0002671773096581,0.1855876544093346,2.590461796585206,2.4048741421758715
bottom500,C1ORF141,ENSG00000203963.12,0.0001088488940669,0.0009306370526102,0.0040088484966436,0.0030782114440334003
bottom500,C1ORF146,ENSG00000203910.9,1.1333401374199673e-05,0.0026836681244325,0.0442901369614305,0.041606468836998
bottom500,C1ORF185,ENSG00000204006.11,3.382365404659486e-05,7.069336585927077e-05,0.0003028205051766,0.00023212713931732926
bottom500,C1ORF232,ENSG00000282872.2,0.1537926091202609,0.1971162042200272,0.2978491295697956,0.10073292534976838
bottom500,C1ORF87,ENSG00000162598.13,0.0001478023564974,0.0080766483562832,0.1608793297494678,0.15280268139318462
bottom500,C1ORF94,ENSG00000142698.15,2.093731644431085e-05,5.495371659350954e-05,0.0004212597577008,0.0003663060411072905
bottom500,C1QL2,ENSG00000144119.4,7.048188413489533e-05,0.0087041622458383,0.7113014661420597,0.7025973038962214
bottom500,C1QL4,ENSG00000186897.5,0.0003825093027003,0.0054976960545895,0.2495687684446317,0.2440710723900422
bottom500,C1QTNF8,ENSG00000184471.10,0.0001365316020422,0.0017553339161039,0.0106722192049999,0.008916885288895999
bottom500,C20ORF141,ENSG00000258713.3,7.592280020216195e-05,0.0093409926683706,0.4745135819429249,0.46517258927455435
bottom500,C20ORF144,ENSG00000149609.6,0.0086814135457042,0.0194932799294403,0.0320120817977548,0.012518801868314496
bottom500,C20ORF173,ENSG00000125975.14,1.0962402375897676e-05,0.0126233929179342,0.8860353093687495,0.8734119164508153
bottom500,C22ORF15,ENSG00000169314.15,0.0091147197039851,0.0492811629790732,0.1640236763576554,0.11474251337858221
bottom500,C22ORF31,ENSG00000100249.5,0.0003866701138811,0.0008692216656659,0.0020130326586406,0.0011438109929747002
bottom500,C22ORF42,ENSG00000205856.4,2.133668510758965e-05,0.149487227528895,0.8177261639500939,0.6682389364211989
bottom500,C2CD6,ENSG00000155754.15,0.01150317117083,0.0137550276972984,0.0331003080628608,0.0193452803655624
bottom500,C2ORF73,ENSG00000177994.16,0.0001828934595923,0.0003588024601923,0.001052768294269,0.0006939658340767
bottom500,C2ORF78,ENSG00000187833.8,1.581381204757862e-06,4.1930385983441904e-05,0.0005799126628599,0.0005379822768764582
bottom500,C3ORF22,ENSG00000180697.9,7.273772842998973e-05,0.2243853868950926,0.6194469900783932,0.39506160318330064
bottom500,C3ORF84,ENSG00000236980.10,9.883827071130712e-06,2.424841627794511e-05,0.0001056439571859,8.139554090795489e-05
bottom500,C4ORF17,ENSG00000138813.10,3.623551846054567e-05,0.0001565101334182,0.0010509985449969,0.0008944884115787001
bottom500,C4ORF36,ENSG00000163633.12,0.0018939352258735,0.0044919896877369,0.0149206406849876,0.0104286509972507
