gene	rank_nonoverlap	window_start	window_end	window_center	delta_liver	delta_adipose_mean	contrast_liver_minus_adipose_mean	abs_contrast
CELSR2	21	109249263	109249272	109249267	0.0004155008248924	0.0022858558238945	-0.0018703549990021	0.0018703549990021
CELSR2	22	109249593	109249602	109249597	-0.0008915832272161	-0.0027460326996337	0.0018544494724176	0.0018544494724176
CELSR2	23	109249443	109249452	109249447	0.0005189952829806	-0.0012713783839379	0.0017903736669185	0.0017903736669185
CELSR2	24	109249243	109249252	109249247	-0.0005945304132957	-0.0023728400370053	0.0017783096237096	0.0017783096237096
CELSR2	25	109254428	109254437	109254432	0.0016923418773342	-3.007888915141851e-05	0.0017224207664856186	0.0017224207664856186
CELSR2	26	109238093	109238102	109238097	0.0004554598379904	0.0021776133173078	-0.0017221534793174	0.0017221534793174
CELSR2	27	109275193	109275202	109275197	0.0011332076187973	-0.0005437363578312	0.0016769439766285	0.0016769439766285
CELSR2	28	109254748	109254757	109254752	-1.2653375369211031e-05	-0.0016544249726099	0.001641771597240689	0.001641771597240689
CELSR2	29	109249708	109249717	109249712	0.0003954221343426	0.0020368626591997	-0.0016414405248571	0.0016414405248571
CELSR2	30	109253988	109253997	109253992	0.0004983456093224	-0.0011316765498813	0.0016300221592037002	0.0016300221592037002
CELSR2	31	109253703	109253712	109253707	-0.0002042105395033	0.0014116664959913	-0.0016158770354945998	0.0016158770354945998
CELSR2	32	109253713	109253722	109253717	0.0014558450677837	0.0030668703992036	-0.0016110253314199	0.0016110253314199
CELSR2	33	109254778	109254787	109254782	-0.0003092077316413	-0.0019189939180242	0.0016097861863829	0.0016097861863829
CELSR2	34	109249963	109249972	109249967	-0.0004567449900542	0.0011333814910358	-0.0015901264810900002	0.0015901264810900002
CELSR2	35	109254913	109254922	109254917	0.0002293674397775	0.0018150174826502	-0.0015856500428726998	0.0015856500428726998
CELSR2	36	109249583	109249592	109249587	-0.001796449790409	-0.0033329399358467	0.0015364901454377	0.0015364901454377
CELSR2	37	109250103	109250112	109250107	0.00214204115105	0.0006077501071752	0.0015342910438748002	0.0015342910438748002
CELSR2	38	109249428	109249437	109249432	0.0009849945652985	-0.0005261475593301	0.0015111421246286	0.0015111421246286
CELSR2	39	109240728	109240737	109240732	-0.0003498530920921	0.0011486002230632	-0.0014984533151553	0.0014984533151553
CELSR2	40	109255218	109255227	109255222	0.0014372769664396	-5.553171421460515e-05	0.001492808680654205	0.001492808680654205
CELSR2	41	109253893	109253902	109253897	0.0005010016389945	-0.0009861939380229	0.0014871955770174002	0.0014871955770174002
CELSR2	42	109249128	109249137	109249132	-0.0001203074757228	-0.0016039816320028	0.00148367415628	0.00148367415628
CELSR2	43	109249278	109249287	109249282	0.0002642051081319	-0.0012135044348429	0.0014777095429748	0.0014777095429748
CELSR2	44	109253643	109253652	109253647	-0.0003223771720128	-0.0017908789225774	0.0014685017505646	0.0014685017505646
CELSR2	45	109253943	109253952	109253947	-0.0006960751102257	0.0007450544722421	-0.0014411295824677999	0.0014411295824677999
CELSR2	46	109254268	109254277	109254272	0.0024127916732524	0.0009747816132255	0.0014380100600269	0.0014380100600269
CELSR2	47	109254328	109254337	109254332	-0.000290514790632	0.0011357751086889	-0.0014262898993209	0.0014262898993209
CELSR2	48	109249113	109249122	109249117	-0.0002598914389938	-0.0016717495551759	0.0014118581161821	0.0014118581161821
CELSR2	49	109254713	109254722	109254717	9.327557236565516e-05	-0.0012960042702059	0.0013892798425715553	0.0013892798425715553
CELSR2	50	109254318	109254327	109254322	7.52344721500469e-05	-0.0013003058063188	0.001375540278468847	0.001375540278468847
PSRC1	1	109283153	109283162	109283157	0.0122253706272792	-0.0170138282055041	0.0292391988327833	0.0292391988327833
PSRC1	2	109279758	109279767	109279762	0.0305643980592206	0.0020166120645474	0.0285477859946732	0.0285477859946732
PSRC1	3	109283163	109283172	109283167	0.0181612734855342	0.0460779159394619	-0.0279166424539277	0.0279166424539277
PSRC1	4	109283218	109283227	109283222	-0.002916739203438	0.0205242152793759	-0.0234409544828139	0.0234409544828139
PSRC1	5	109283173	109283182	109283177	0.0109211871318074	0.03411672088734	-0.023195533755532603	0.023195533755532603
PSRC1	6	109283128	109283137	109283132	0.0088341006188392	-0.0116996010007371	0.0205337016195763	0.0205337016195763
PSRC1	7	109277968	109277977	109277972	0.0205883723982767	0.0014466583858522	0.0191417140124245	0.0191417140124245
PSRC1	8	109282528	109282537	109282532	0.0122720965473141	-0.0018640129390824	0.0141361094863965	0.0141361094863965
PSRC1	9	109282508	109282517	109282512	0.0110545254558496	-0.0019809203968041	0.0130354458526537	0.0130354458526537
PSRC1	10	109283208	109283217	109283212	-0.0069641718836917	0.0049968280930434	-0.011960999976735099	0.011960999976735099
PSRC1	11	109280818	109280827	109280822	0.0110169408667876	0.0016235619402275	0.0093933789265601	0.0093933789265601
PSRC1	12	109282968	109282977	109282972	0.0027169464095045	0.0103273803823979	-0.007610433972893401	0.007610433972893401
PSRC1	13	109283253	109283262	109283257	-0.0107015548371685	-0.0034517449512488	-0.0072498098859197	0.0072498098859197
PSRC1	14	109282043	109282052	109282047	0.0126735757383681	0.0065189259587516	0.006154649779616501	0.006154649779616501
PSRC1	15	109282588	109282597	109282592	-0.0030297642603509	0.0030779089869598	-0.006107673247310701	0.006107673247310701
PSRC1	16	109282133	109282142	109282137	0.0034093567310098	-0.0024105716913523	0.0058199284223621	0.0058199284223621
PSRC1	17	109313333	109313342	109313337	0.0070261763904585	0.0012523980183838	0.0057737783720747	0.0057737783720747
PSRC1	18	109275193	109275202	109275197	0.0065953763980223	0.0008501254532979	0.0057452509447244	0.0057452509447244
PSRC1	19	109283183	109283192	109283187	-0.0026818884684667	-0.008062525717758	0.0053806372492913	0.0053806372492913
PSRC1	20	109279733	109279742	109279737	0.0057324248721501	0.0005303117305618	0.0052021131415883005	0.0052021131415883005
PSRC1	21	109282058	109282067	109282062	0.0030389302670192	-0.0021302271971084	0.0051691574641276	0.0051691574641276
PSRC1	22	109282933	109282942	109282937	0.0058801033369073	0.0007115350686256	0.0051685682682817	0.0051685682682817
PSRC1	23	109283338	109283347	109283342	0.0013989157080873	0.0062792339001949	-0.0048803181921076	0.0048803181921076
PSRC1	24	109283418	109283427	109283422	-0.0004803330058143	0.0043655074698338	-0.0048458404756481	0.0048458404756481
PSRC1	25	109278398	109278407	109278402	0.0054898805585772	0.0008456921008619	0.0046441884577153	0.0046441884577153
PSRC1	26	109282548	109282557	109282552	-0.0033256023648779	0.0013098667409805	-0.0046354691058584	0.0046354691058584
PSRC1	27	109300873	109300882	109300877	0.0041140492104219	-0.0005112033587817	0.0046252525692036	0.0046252525692036
PSRC1	28	109277958	109277967	109277962	0.0049908437033599	0.0003781444423746	0.0046126992609853	0.0046126992609853
PSRC1	29	109282153	109282162	109282157	-0.0061750839276519	-0.0017252985369729	-0.004449785390679	0.004449785390679
PSRC1	30	109283278	109283287	109283282	-0.004088682807764	0.0001303492877286	-0.0042190320954926	0.0042190320954926
PSRC1	31	109307483	109307492	109307487	0.0040691716134198	-3.8481941523511864e-06	0.004073019807572151	0.004073019807572151
PSRC1	32	109274898	109274907	109274902	-0.0029172730658895	0.0010738175306172	-0.0039910905965067	0.0039910905965067
PSRC1	33	109282578	109282587	109282582	-0.0029293989787803	0.000887358651629	-0.0038167576304093	0.0038167576304093
PSRC1	34	109290283	109290292	109290287	0.0036492109502149	-7.269973662965903e-05	0.0037219106868445592	0.0037219106868445592
PSRC1	35	109274928	109274937	109274932	-0.0045268895289814	-0.0008526947301203	-0.0036741947988610997	0.0036741947988610997
PSRC1	36	109282373	109282382	109282377	-0.0024368243381824	0.0012193290558788	-0.0036561533940612	0.0036561533940612
PSRC1	37	109283073	109283082	109283077	0.0033098298844468	-0.0002434712092965	0.0035533010937433	0.0035533010937433
PSRC1	38	109280768	109280777	109280772	-0.006860617034126	-0.0034359598012926	-0.0034246572328334	0.0034246572328334
PSRC1	39	109282673	109282682	109282677	0.000332360918955	-0.0030842317751022	0.0034165926940572	0.0034165926940572
PSRC1	40	109313233	109313242	109313237	0.0041670614367006	0.0007738127794244	0.0033932486572762	0.0033932486572762
PSRC1	41	109282603	109282612	109282607	-0.0006908804384939	0.002693921767686	-0.0033848022061799	0.0033848022061799
PSRC1	42	109282918	109282927	109282922	0.0038622029990672	0.0005782935710948	0.0032839094279724	0.0032839094279724
PSRC1	43	109282163	109282172	109282167	-0.0067877169738979	-0.003580531734971	-0.0032071852389269	0.0032071852389269
PSRC1	44	109300893	109300902	109300897	0.0030400342702999	-0.0001353149057194	0.0031753491760193003	0.0031753491760193003
PSRC1	45	109282613	109282622	109282617	0.0041626146553892	0.0010557533298061	0.0031068613255831	0.0031068613255831
PSRC1	46	109281248	109281257	109281252	-0.0051976903002561	-0.0021841951685404	-0.0030134951317157	0.0030134951317157
PSRC1	47	109274813	109274822	109274817	-0.0031319917261812	-0.0001199468557515	-0.0030120448704297	0.0030120448704297
PSRC1	48	109281098	109281107	109281102	-0.0055729095814053	-0.002588319274909	-0.0029845903064962998	0.0029845903064962998
PSRC1	49	109281993	109282002	109281997	-9.62156003540826e-05	0.0028019114248103	-0.0028981270251643826	0.0028981270251643826
PSRC1	50	109282023	109282032	109282027	0.0017970669032785	0.0046682344445569	-0.0028711675412784006	0.0028711675412784006
SORT1	1	109313333	109313342	109313337	0.004369404777918	0.0002216934849895	0.0041477112929285	0.0041477112929285
SORT1	2	109320068	109320077	109320072	-0.0022221728954515	0.0011409453468542	-0.0033631182423057	0.0033631182423057
SORT1	3	109309653	109309662	109309657	0.0024040989963241	-0.0007979693059612	0.0032020683022853	0.0032020683022853
SORT1	4	109300873	109300882	109300877	0.0017906551937167	-0.0011524630915787	0.0029431182852954	0.0029431182852954
SORT1	5	109307483	109307492	109307487	0.0015835113378352	-0.0011263467327392	0.0027098580705744	0.0027098580705744
SORT1	6	109320453	109320462	109320457	0.0018626236589334	-0.0006297633398237	0.0024923869987570997	0.0024923869987570997
SORT1	7	109309683	109309692	109309687	0.0022821420071364	-0.0002004419536696	0.002482583960806	0.002482583960806
SORT1	8	109309578	109309587	109309582	-0.0019049961707407	0.0002387479912248	-0.0021437441619655	0.0021437441619655
SORT1	9	109309588	109309597	109309592	-0.0021261290732516	-2.08814591256129e-05	-0.0021052476141259872	0.0021052476141259872
SORT1	10	109300893	109300902	109300897	0.0011666026853734	-0.0009118638852631	0.0020784665706365	0.0020784665706365
SORT1	11	109309528	109309537	109309532	0.0019684460272016	6.652069044126019e-05	0.0019019253367603397	0.0019019253367603397
SORT1	12	109313423	109313432	109313427	-0.0003533726389096	0.0014755311115954	-0.001828903750505	0.001828903750505
SORT1	13	109313233	109313242	109313237	0.0028959575752799	0.0011239092538508	0.0017720483214291	0.0017720483214291
SORT1	14	109304758	109304767	109304762	-0.0001875411917405	0.0015597322588412	-0.0017472734505817001	0.0017472734505817001
SORT1	15	109309628	109309637	109309632	0.0015903721143829	-9.063678036864976e-05	0.0016810088947515497	0.0016810088947515497
SORT1	16	109277968	109277977	109277972	0.0018189476560396	0.0001495145295427	0.0016694331264969	0.0016694331264969
SORT1	17	109299973	109299982	109299977	-0.0001304329782389	0.0015210042066954	-0.0016514371849343	0.0016514371849343
SORT1	18	109309638	109309647	109309642	0.0008778875088936	-0.0007717471355936	0.0016496346444872	0.0016496346444872
SORT1	19	109309558	109309567	109309562	0.0024087224359573	0.0007712236793897	0.0016374987565676	0.0016374987565676
SORT1	20	109283443	109283452	109283447	-0.000589644051185	0.0010382639689414	-0.0016279080201264	0.0016279080201264
SORT1	21	109313798	109313807	109313802	0.0022645582116058	0.0006528475140965	0.0016117106975093	0.0016117106975093
SORT1	22	109312558	109312567	109312562	0.0002190311307818	-0.0013572480453507	0.0015762791761325	0.0015762791761325
SORT1	23	109299928	109299937	109299932	6.27432248497678e-05	0.0015991401902777	-0.0015363969654279322	0.0015363969654279322
SORT1	24	109309608	109309617	109309612	-0.0016969259754772	-0.0001692773897945	-0.0015276485856827	0.0015276485856827
SORT1	25	109314063	109314072	109314067	-0.0046275436282306	-0.006106770853991	0.0014792272257604005	0.0014792272257604005
SORT1	26	109283553	109283562	109283557	-0.0003097162916939	0.001149815558831	-0.0014595318505248999	0.0014595318505248999
SORT1	27	109317008	109317017	109317012	-0.0002054720457808	0.0012208062748526	-0.0014262783206334	0.0014262783206334
SORT1	28	109313358	109313367	109313362	-0.0006049353844432	0.0008075211650578	-0.001412456549501	0.001412456549501
SORT1	29	109314053	109314062	109314057	-0.0044783606834782	-0.0058841235755056	0.0014057628920274004	0.0014057628920274004
SORT1	30	109307508	109307517	109307512	0.0005215348362535	-0.0008324478145917	0.0013539826508451999	0.0013539826508451999
SORT1	31	109299458	109299467	109299462	0.0010299184193643	-0.0003190883981936	0.0013490068175578999	0.0013490068175578999
SORT1	32	109313188	109313197	109313192	-0.0009405908074953	0.0003579767070332	-0.0012985675145285	0.0012985675145285
SORT1	33	109309518	109309527	109309522	0.0009403920499898	-0.0002374350900482	0.001177827140038	0.001177827140038
SORT1	34	109312133	109312142	109312137	-0.0002091773902735	-0.0013744167851317	0.0011652393948582	0.0011652393948582
SORT1	35	109299883	109299892	109299887	0.0001110534549832	0.0012285754272046	-0.0011175219722214	0.0011175219722214
SORT1	36	109316923	109316932	109316927	-9.444033658614208e-05	0.0010041709066599	-0.001098611243246042	0.001098611243246042
SORT1	37	109313203	109313212	109313207	-0.0008210027912085	-0.0018937713273771	0.0010727685361686	0.0010727685361686
SORT1	38	109313608	109313617	109313612	-0.0004440169860589	0.000625027365201	-0.0010690443512599	0.0010690443512599
SORT1	39	109299438	109299447	109299442	-0.0007321715690111	0.0003331003909725	-0.0010652719599836	0.0010652719599836
SORT1	40	109313618	109313627	109313622	-0.0009293919621453	0.0001269303331134	-0.0010563222952587	0.0010563222952587
SORT1	41	109313143	109313152	109313147	-0.0006737137806919	0.0003748934814992	-0.0010486072621911	0.0010486072621911
SORT1	42	109300023	109300032	109300027	-3.858415283754246e-06	0.0010288383010664	-0.0010326967163501542	0.0010326967163501542
SORT1	43	109304688	109304697	109304692	8.440727637547968e-05	-0.0009369009545988	0.0010213082309742797	0.0010213082309742797
SORT1	44	109299948	109299957	109299952	-9.103616277326976e-05	-0.0011086933892696	0.0010176572264963303	0.0010176572264963303
SORT1	45	109307453	109307462	109307457	0.0008662560047342	-0.0001296400974206	0.0009958961021548	0.0009958961021548
SORT1	46	109317843	109317852	109317847	-0.0019642000465326	-0.0029518666450534	0.0009876665985208	0.0009876665985208
SORT1	47	109313223	109313232	109313227	0.0006052115989369	0.0015913435670521	-0.0009861319681151999	0.0009861319681151999
SORT1	48	109283168	109283177	109283172	-5.659744370671571e-05	0.0009056176283573	-0.0009622150720640157	0.0009622150720640157
SORT1	49	109305703	109305712	109305707	0.0004734203625368	-0.0004863147883378	0.0009597351508746	0.0009597351508746
SORT1	50	109309598	109309607	109309602	-0.0023970584624619	-0.0014422903416067	-0.0009547681208552001	0.0009547681208552001
